"region","year","disease","med","LB","UB"
"KAZ","2020","lc",604,120,1008
"KAZ","2020","stroke",7402,3339,11684
"KAZ","2020","tot",21156,12712,29971
"MEME","2020","alri",211,96,354
"MEME","2020","copd",1018,323,1768
"MEME","2020","ihd",6823,4829,8759
"MEME","2020","lc",1510,274,2612
"MEME","2020","stroke",3692,1860,5511
"MEME","2020","tot",13254,7382,19002
"MEX","2020","alri",146,46,324
"MEX","2020","copd",1272,344,2396
"MEX","2020","ihd",12924,7970,17842
"MEX","2020","lc",748,110,1409
"MEX","2020","stroke",4461,1849,8398
"MEX","2020","tot",19551,10319,30369
"MON","2020","alri",98,45,160
"MON","2020","copd",1659,532,2865
"MON","2020","ihd",7937,5641,10182
"MON","2020","lc",450,83,775
"MON","2020","stroke",3708,1848,5571
"MON","2020","tot",13851,8148,19554
"MYS","2020","alri",46,9,153
"MYS","2020","copd",171,39,360
"MYS","2020","ihd",1877,706,2850
"MYS","2020","lc",506,58,1054
"MYS","2020","stroke",494,79,1929
"MYS","2020","tot",3094,891,6346
"NDE","2020","alri",19992,14031,25216
"NDE","2020","copd",141724,58804,218626
"NDE","2020","ihd",462463,348633,752151
"NDE","2020","lc",39861,10964,59017
"NDE","2020","stroke",423531,137301,552849
"NDE","2020","tot",1087570,569734,1607859
"NOA","2020","alri",568,298,841
"NOA","2020","copd",2391,811,4035
"NOA","2020","ihd",12769,9137,16657
"NOA","2020","lc",412,82,687
"NOA","2020","stroke",14050,6298,22212
"NOA","2020","tot",30190,16627,44433
"NOR","2020","alri",0,0,0
"NOR","2020","copd",0,0,0
"NOR","2020","ihd",0,0,0
"NOR","2020","lc",0,0,0
"NOR","2020","stroke",0,0,0
"NOR","2020","tot",0,0,0
"NZL","2020","alri",21,9,40
"NZL","2020","copd",60,18,108
"NZL","2020","ihd",440,306,583
"NZL","2020","lc",188,31,337
"NZL","2020","stroke",348,179,531
"NZL","2020","tot",1058,543,1598
"PAC","2020","alri",0,0,1
"PAC","2020","copd",27,4,73
"PAC","2020","ihd",96,8,190
"PAC","2020","lc",8,0,21
"PAC","2020","stroke",5,0,167
"PAC","2020","tot",136,12,452
"PHL","2020","alri",4,0,29
"PHL","2020","copd",796,130,2012
"PHL","2020","ihd",2350,305,4351
"PHL","2020","lc",242,18,600
"PHL","2020","stroke",273,16,4150
"PHL","2020","tot",3666,470,11141
"POL","2020","alri",22,6,53
"POL","2020","copd",763,197,1473
"POL","2020","ihd",11782,6546,16703
"POL","2020","lc",869,119,1680
"POL","2020","stroke",3514,1179,7792
"POL","2020","tot",16950,8047,27702
"RCAM","2020","alri",63,15,176
"RCAM","2020","copd",636,155,1271
"RCAM","2020","ihd",7530,3605,10963
"RCAM","2020","lc",365,46,728
"RCAM","2020","stroke",1724,435,4757
"RCAM","2020","tot",10318,4258,17895
"RCEU","2020","alri",17,6,35
"RCEU","2020","copd",506,142,939
"RCEU","2020","ihd",6959,4553,9433
"RCEU","2020","lc",586,90,1084
"RCEU","2020","stroke",2824,1319,4828
"RCEU","2020","tot",10891,6110,16318
"RCZ","2020","alri",31,13,54
"RCZ","2020","copd",493,152,866
"RCZ","2020","ihd",3409,2417,4430
"RCZ","2020","lc",727,127,1276
"RCZ","2020","stroke",1698,879,2530
"RCZ","2020","tot",6357,3588,9157
"RFA","2020","alri",83,29,169
"RFA","2020","copd",1997,566,3693
"RFA","2020","ihd",15310,10173,20711
"RFA","2020","lc",2915,454,5363
"RFA","2020","stroke",5848,2802,9773
"RFA","2020","tot",26153,14025,39709
"RIS","2020","alri",377,265,477
"RIS","2020","copd",2027,827,3135
"RIS","2020","ihd",16601,12448,26573
"RIS","2020","lc",2477,664,3703
"RIS","2020","stroke",19388,6388,25784
"RIS","2020","tot",40869,20593,59672
"ROM","2020","alri",18,7,33
"ROM","2020","copd",545,162,981
"ROM","2020","ihd",6977,4837,9255
"ROM","2020","lc",636,106,1140
"ROM","2020","stroke",3447,1771,5285
"ROM","2020","tot",11623,6883,16694
"RSA","2020","alri",176,59,370
"RSA","2020","copd",830,231,1544
"RSA","2020","ihd",5616,3632,7623
"RSA","2020","lc",176,27,326
"RSA","2020","stroke",3325,1522,5785
"RSA","2020","tot",10122,5472,15647
"RSAM","2020","alri",40,5,191
"RSAM","2020","copd",146,28,340
"RSAM","2020","ihd",4575,992,7797
"RSAM","2020","lc",121,11,276
"RSAM","2020","stroke",442,36,3548
"RSAM","2020","tot",5324,1072,12152
"RSAS","2020","alri",3425,2408,4366
"RSAS","2020","copd",18081,7241,28091
"RSAS","2020","ihd",120409,89843,189061
"RSAS","2020","lc",6228,1621,9415
"RSAS","2020","stroke",81037,27123,109908
"RSAS","2020","tot",229180,128236,340840
"RSEA","2020","alri",133,72,193
"RSEA","2020","copd",7829,2690,13169
"RSEA","2020","ihd",7408,5313,9796
"RSEA","2020","lc",2867,587,4744
"RSEA","2020","stroke",16060,6921,25680
"RSEA","2020","tot",34298,15582,53582
"RUE","2020","alri",8,1,28
"RUE","2020","copd",364,81,775
"RUE","2020","ihd",7177,2553,11018
"RUE","2020","lc",400,44,841
"RUE","2020","stroke",1102,165,4653
"RUE","2020","tot",9051,2844,17314
"RUS","2020","alri",73,22,170
"RUS","2020","copd",2183,576,4154
"RUS","2020","ihd",32452,19194,45428
"RUS","2020","lc",2499,355,4767
"RUS","2020","stroke",10662,3985,21570
"RUS","2020","tot",47869,24132,76089
"SAF","2020","alri",63,9,292
"SAF","2020","copd",275,53,633
"SAF","2020","ihd",3348,769,5634
"SAF","2020","lc",53,5,120
"SAF","2020","stroke",427,35,3207
"SAF","2020","tot",4166,872,9886
"SWE","2020","alri",2,0,10
"SWE","2020","copd",79,15,185
"SWE","2020","ihd",1181,245,2032
"SWE","2020","lc",104,9,238
"SWE","2020","stroke",81,6,682
"SWE","2020","tot",1446,276,3147
"THA","2020","alri",406,211,608
"THA","2020","copd",2438,822,4124
"THA","2020","ihd",19580,14000,25387
"THA","2020","lc",3149,624,5268
"THA","2020","stroke",11697,5342,18406
"THA","2020","tot",37269,20999,53794
"TUR","2020","alri",111,42,214
"TUR","2020","copd",1522,444,2777
"TUR","2020","ihd",19926,13720,26728
"TUR","2020","lc",1773,287,3211
"TUR","2020","stroke",9257,4681,14603
"TUR","2020","tot",32589,19174,47534
"TWN","2020","alri",22,11,34
"TWN","2020","copd",2861,944,4885
"TWN","2020","ihd",2871,2051,3683
"TWN","2020","lc",1039,199,1761
"TWN","2020","stroke",5376,2600,8325
"TWN","2020","tot",12169,5804,18688
"UKR","2020","alri",19,6,45
"UKR","2020","copd",773,204,1474
"UKR","2020","ihd",34089,20038,47781
"UKR","2020","lc",1134,161,2167
"UKR","2020","stroke",8880,3287,18126
"UKR","2020","tot",44896,23695,69593
"USA","2020","alri",101,24,284
"USA","2020","copd",4853,1182,9733
"USA","2020","ihd",55623,26275,81167
"USA","2020","lc",6290,795,12570
"USA","2020","stroke",6121,1510,17222
"USA","2020","tot",72989,29786,120976
"VNM","2020","alri",148,78,218
"VNM","2020","copd",11133,3786,18774
"VNM","2020","ihd",10717,7671,14012
"VNM","2020","lc",4070,817,6777
"VNM","2020","stroke",22326,9943,35347
"VNM","2020","tot",48394,22296,75128
"WAF","2020","alri",6413,3994,8634
"WAF","2020","copd",8206,2995,13366
"WAF","2020","ihd",39011,28397,55016
"WAF","2020","lc",1427,322,2279
"WAF","2020","stroke",54062,20416,87365
"WAF","2020","tot",109119,56125,166661
