"region","year","disease","med","LB","UB"
"COR","2080","lc",1244,179,2358
"COR","2080","stroke",3970,1565,7741
"COR","2080","tot",12806,5134,22446
"EAF","2080","alri",2830,1193,5008
"EAF","2080","copd",23440,7189,41343
"EAF","2080","ihd",136232,96280,177536
"EAF","2080","lc",5174,897,9110
"EAF","2080","stroke",111424,57686,166522
"EAF","2080","tot",279100,163245,399519
"EGY","2080","alri",266,174,349
"EGY","2080","copd",7903,2974,12701
"EGY","2080","ihd",54265,39824,79109
"EGY","2080","lc",2848,671,4475
"EGY","2080","stroke",32697,11824,50775
"EGY","2080","tot",97978,55467,147409
"ESP","2080","alri",22,5,64
"ESP","2080","copd",977,235,1977
"ESP","2080","ihd",8342,3795,12246
"ESP","2080","lc",1280,159,2577
"ESP","2080","stroke",1716,394,5099
"ESP","2080","tot",12338,4589,21962
"FIN","2080","alri",0,0,0
"FIN","2080","copd",0,0,0
"FIN","2080","ihd",0,0,0
"FIN","2080","lc",0,0,0
"FIN","2080","stroke",0,0,0
"FIN","2080","tot",0,0,0
"FRA","2080","alri",2,0,16
"FRA","2080","copd",206,29,554
"FRA","2080","ihd",4019,326,7788
"FRA","2080","lc",228,14,604
"FRA","2080","stroke",76,1,2327
"FRA","2080","tot",4530,370,11290
"GBR","2080","alri",0,0,0
"GBR","2080","copd",0,0,0
"GBR","2080","ihd",0,0,0
"GBR","2080","lc",0,0,0
"GBR","2080","stroke",0,0,0
"GBR","2080","tot",0,0,0
"GOLF","2080","alri",368,258,463
"GOLF","2080","copd",9508,3975,14704
"GOLF","2080","ihd",127101,95981,207929
"GOLF","2080","lc",10394,2890,15324
"GOLF","2080","stroke",86462,27915,112294
"GOLF","2080","tot",233834,131020,350714
"GRC","2080","alri",3,0,9
"GRC","2080","copd",148,33,313
"GRC","2080","ihd",1423,516,2177
"GRC","2080","lc",190,21,398
"GRC","2080","stroke",210,32,863
"GRC","2080","tot",1973,603,3760
"HUN","2080","alri",0,0,2
"HUN","2080","copd",57,12,125
"HUN","2080","ihd",3176,931,5038
"HUN","2080","lc",73,7,158
"HUN","2080","stroke",301,30,1692
"HUN","2080","tot",3607,981,7014
"IDN","2080","alri",200,53,518
"IDN","2080","copd",4859,1227,9496
"IDN","2080","ihd",51075,26920,73129
"IDN","2080","lc",6363,848,12438
"IDN","2080","stroke",12040,3608,28918
"IDN","2080","tot",74538,32656,124499
"ITA","2080","alri",29,8,72
"ITA","2080","copd",1171,303,2253
"ITA","2080","ihd",8850,4992,12509
"ITA","2080","lc",1561,216,3008
"ITA","2080","stroke",2529,873,5481
"ITA","2080","tot",14140,6393,23322
"JPN","2080","alri",62,16,169
"JPN","2080","copd",981,243,1943
"JPN","2080","ihd",8100,4032,11716
"JPN","2080","lc",2961,384,5854
"JPN","2080","stroke",3277,880,8557
"JPN","2080","tot",15380,5554,28238
"KAZ","2080","alri",10,4,18
"KAZ","2080","copd",434,129,780
"KAZ","2080","ihd",14333,9940,19006
"KAZ","2080","lc",603,100,1080
"KAZ","2080","stroke",5851,3008,8964
"KAZ","2080","tot",21231,13181,29848
"MEME","2080","alri",79,25,173
"MEME","2080","copd",1732,471,3258
"MEME","2080","ihd",12273,7622,16900
"MEME","2080","lc",2334,344,4388
"MEME","2080","stroke",4170,1757,7756
"MEME","2080","tot",20588,10219,32475
"MEX","2080","alri",62,17,153
"MEX","2080","copd",1911,493,3691
"MEX","2080","ihd",20135,11191,28544
"MEX","2080","lc",1008,138,1948
"MEX","2080","stroke",6008,2017,13313
"MEX","2080","tot",29124,13857,47648
"MON","2080","alri",9,2,25
"MON","2080","copd",896,216,1805
"MON","2080","ihd",5651,2612,8275
"MON","2080","lc",246,31,494
"MON","2080","stroke",999,237,2900
"MON","2080","tot",7800,3098,13499
"MYS","2080","alri",1,0,8
"MYS","2080","copd",33,5,88
"MYS","2080","ihd",659,52,1306
"MYS","2080","lc",83,5,220
"MYS","2080","stroke",21,0,655
"MYS","2080","tot",796,62,2277
"NDE","2080","alri",9466,6655,11976
"NDE","2080","copd",280236,114426,433489
"NDE","2080","ihd",844338,633215,1352310
"NDE","2080","lc",83867,22520,125350
"NDE","2080","stroke",774494,255067,1029526
"NDE","2080","tot",1992401,1031884,2952651
"NOA","2080","alri",281,150,407
"NOA","2080","copd",3668,1259,6169
"NOA","2080","ihd",18608,13342,24575
"NOA","2080","lc",653,133,1081
"NOA","2080","stroke",21555,9322,34407
"NOA","2080","tot",44764,24207,66639
"NOR","2080","alri",0,0,0
"NOR","2080","copd",0,0,0
"NOR","2080","ihd",0,0,0
"NOR","2080","lc",0,0,0
"NOR","2080","stroke",0,0,0
"NOR","2080","tot",0,0,0
"NZL","2080","alri",23,10,39
"NZL","2080","copd",129,40,226
"NZL","2080","ihd",782,554,1009
"NZL","2080","lc",406,72,708
"NZL","2080","stroke",721,368,1075
"NZL","2080","tot",2061,1045,3057
"PAC","2080","alri",0,0,1
"PAC","2080","copd",69,10,186
"PAC","2080","ihd",215,17,426
"PAC","2080","lc",20,1,53
"PAC","2080","stroke",12,0,381
"PAC","2080","tot",316,28,1047
"PHL","2080","alri",0,0,0
"PHL","2080","copd",0,0,0
"PHL","2080","ihd",0,0,0
"PHL","2080","lc",0,0,0
"PHL","2080","stroke",0,0,0
"PHL","2080","tot",0,0,0
"POL","2080","alri",0,0,0
"POL","2080","copd",0,0,0
"POL","2080","ihd",0,0,0
"POL","2080","lc",0,0,0
"POL","2080","stroke",0,0,0
"POL","2080","tot",0,0,0
"RCAM","2080","alri",20,4,68
"RCAM","2080","copd",817,183,1728
"RCAM","2080","ihd",10803,3967,16482
"RCAM","2080","lc",416,47,871
"RCAM","2080","stroke",1734,271,7005
"RCAM","2080","tot",13791,4472,26154
"RCEU","2080","alri",9,3,19
"RCEU","2080","copd",529,148,985
"RCEU","2080","ihd",6419,4166,8710
"RCEU","2080","lc",570,87,1057
"RCEU","2080","stroke",2633,1213,4557
"RCEU","2080","tot",10161,5617,15328
"RCZ","2080","alri",5,1,16
"RCZ","2080","copd",233,55,481
"RCZ","2080","ihd",2079,870,3089
"RCZ","2080","lc",303,36,621
"RCZ","2080","stroke",376,71,1265
"RCZ","2080","tot",2997,1033,5472
"RFA","2080","alri",15,3,52
"RFA","2080","copd",890,198,1890
"RFA","2080","ihd",8616,3098,13198
"RFA","2080","lc",1143,128,2401
"RFA","2080","stroke",1256,191,5225
"RFA","2080","tot",11920,3617,22766
"RIS","2080","alri",129,86,169
"RIS","2080","copd",2757,1046,4407
"RIS","2080","ihd",22078,16236,32477
"RIS","2080","lc",3105,744,4848
"RIS","2080","stroke",23091,8225,34916
"RIS","2080","tot",51161,26338,76817
"ROM","2080","alri",1,0,5
"ROM","2080","copd",151,33,323
"ROM","2080","ihd",2664,901,4127
"ROM","2080","lc",153,17,324
"ROM","2080","stroke",392,54,1778
"ROM","2080","tot",3361,1005,6558
"RSA","2080","alri",71,21,166
"RSA","2080","copd",1119,295,2132
"RSA","2080","ihd",7856,4634,11004
"RSA","2080","lc",241,34,460
"RSA","2080","stroke",3887,1447,7894
"RSA","2080","tot",13174,6431,21655
"RSAM","2080","alri",6,0,49
"RSAM","2080","copd",128,19,340
"RSAM","2080","ihd",5677,531,10858
"RSAM","2080","lc",88,6,230
"RSAM","2080","stroke",182,6,4449
"RSAM","2080","tot",6082,562,15926
"RSAS","2080","alri",2064,1452,2612
"RSAS","2080","copd",46951,19143,72634
"RSAS","2080","ihd",284293,213137,454673
"RSAS","2080","lc",17082,4576,25555
"RSAS","2080","stroke",201899,66564,268672
"RSAS","2080","tot",552290,304872,824146
"RSEA","2080","alri",50,23,81
"RSEA","2080","copd",9470,3054,16311
"RSEA","2080","ihd",8544,6087,10957
"RSEA","2080","lc",3414,632,5857
"RSEA","2080","stroke",15280,7570,23037
"RSEA","2080","tot",36758,17366,56243
"RUE","2080","alri",0,0,0
"RUE","2080","copd",0,0,0
"RUE","2080","ihd",0,0,0
"RUE","2080","lc",0,0,0
"RUE","2080","stroke",0,0,0
"RUE","2080","tot",0,0,0
"RUS","2080","alri",1,0,11
"RUS","2080","copd",242,34,652
"RUS","2080","ihd",8407,680,16363
"RUS","2080","lc",213,13,566
"RUS","2080","stroke",173,2,5358
"RUS","2080","tot",9036,729,22950
"SAF","2080","alri",138,27,444
"SAF","2080","copd",1979,453,4138
"SAF","2080","ihd",17481,6830,26333
"SAF","2080","lc",412,48,854
"SAF","2080","stroke",4628,777,17169
"SAF","2080","tot",24638,8135,48939
"SWE","2080","alri",0,0,0
"SWE","2080","copd",0,0,0
"SWE","2080","ihd",0,0,0
"SWE","2080","lc",0,0,0
"SWE","2080","stroke",0,0,0
"SWE","2080","tot",0,0,0
"THA","2080","alri",125,53,220
"THA","2080","copd",2159,664,3802
"THA","2080","ihd",17513,12403,22784
"THA","2080","lc",2925,509,5141
"THA","2080","stroke",8210,4252,12246
"THA","2080","tot",30932,17882,44192
"TUR","2080","alri",25,6,71
"TUR","2080","copd",1411,343,2837
"TUR","2080","ihd",21033,9839,30740
"TUR","2080","lc",1474,186,2951
"TUR","2080","stroke",4970,1205,14180
"TUR","2080","tot",28913,11578,50779
"TWN","2080","alri",3,1,7
"TWN","2080","copd",1559,393,3049
"TWN","2080","ihd",1929,1014,2764
"TWN","2080","lc",539,72,1055
"TWN","2080","stroke",1512,450,3646
"TWN","2080","tot",5542,1930,10520
"UKR","2080","alri",0,0,0
"UKR","2080","copd",0,0,0
"UKR","2080","ihd",0,0,0
"UKR","2080","lc",0,0,0
"UKR","2080","stroke",0,0,0
"UKR","2080","tot",0,0,0
"USA","2080","alri",30,4,130
"USA","2080","copd",3746,750,8438
"USA","2080","ihd",57162,14786,93417
"USA","2080","lc",4169,404,9247
"USA","2080","stroke",2741,236,18007
"USA","2080","tot",67847,16181,129240
"VNM","2080","alri",17,5,41
"VNM","2080","copd",8138,2128,15580
"VNM","2080","ihd",9531,5499,13411
"VNM","2080","lc",2837,397,5441
"VNM","2080","stroke",8650,3107,18139
"VNM","2080","tot",29174,11136,52612
"WAF","2080","alri",6364,4081,8411
"WAF","2080","copd",32731,12191,52847
"WAF","2080","ihd",146655,107421,212116
"WAF","2080","lc",5889,1365,9308
"WAF","2080","stroke",214201,78782,339445
"WAF","2080","tot",405841,203841,622127
