"region","year","disease","med","LB","UB"
"RUE","2040","tot",3355,272,8483
"RUS","2040","alri",20,4,69
"RUS","2040","copd",1274,283,2709
"RUS","2040","ihd",21936,7824,33655
"RUS","2040","lc",1299,145,2733
"RUS","2040","stroke",3483,523,14652
"RUS","2040","tot",28012,8778,53819
"SAF","2040","alri",93,14,377
"SAF","2040","copd",671,139,1479
"SAF","2040","ihd",6872,2005,10907
"SAF","2040","lc",136,14,296
"SAF","2040","stroke",1186,118,6712
"SAF","2040","tot",8958,2290,19771
"SWE","2040","alri",0,0,0
"SWE","2040","copd",0,0,0
"SWE","2040","ihd",0,0,0
"SWE","2040","lc",0,0,0
"SWE","2040","stroke",0,0,0
"SWE","2040","tot",0,0,0
"THA","2040","alri",249,127,381
"THA","2040","copd",3009,1004,5115
"THA","2040","ihd",22132,15813,28495
"THA","2040","lc",4130,803,6957
"THA","2040","stroke",13070,6174,20444
"THA","2040","tot",42590,23921,61392
"TUR","2040","alri",57,17,132
"TUR","2040","copd",1607,425,3054
"TUR","2040","ihd",20818,12400,29092
"TUR","2040","lc",1712,244,3260
"TUR","2040","stroke",7131,2701,14272
"TUR","2040","tot",31325,15787,49810
"TWN","2040","alri",7,3,14
"TWN","2040","copd",2510,717,4630
"TWN","2040","ihd",2620,1761,3539
"TWN","2040","lc",890,140,1631
"TWN","2040","stroke",3247,1583,5338
"TWN","2040","tot",9274,4204,15151
"UKR","2040","alri",0,0,2
"UKR","2040","copd",58,8,157
"UKR","2040","ihd",6005,481,11803
"UKR","2040","lc",66,4,174
"UKR","2040","stroke",98,1,3059
"UKR","2040","tot",6227,494,15195
"USA","2040","alri",49,9,178
"USA","2040","copd",4069,883,8760
"USA","2040","ihd",54292,18111,84325
"USA","2040","lc",4638,500,9866
"USA","2040","stroke",3723,503,17235
"USA","2040","tot",66770,20007,120363
"VNM","2040","alri",57,23,103
"VNM","2040","copd",12395,3746,22049
"VNM","2040","ihd",12055,8438,15834
"VNM","2040","lc",4423,752,7847
"VNM","2040","stroke",17986,9300,27123
"VNM","2040","tot",46915,22260,72958
"WAF","2040","alri",6535,4126,8724
"WAF","2040","copd",14180,5223,23008
"WAF","2040","ihd",64438,47048,92019
"WAF","2040","lc",2546,581,4047
"WAF","2040","stroke",91803,34284,147340
"WAF","2040","tot",179502,91262,275138
