"region","year","disease","med","LB","UB"
"GRC","2100","copd",136,30,289
"GRC","2100","ihd",1319,475,2020
"GRC","2100","lc",175,20,368
"GRC","2100","stroke",192,29,800
"GRC","2100","tot",1825,554,3485
"HUN","2100","alri",0,0,1
"HUN","2100","copd",40,8,90
"HUN","2100","ihd",2455,603,4065
"HUN","2100","lc",50,5,112
"HUN","2100","stroke",186,16,1297
"HUN","2100","tot",2731,631,5565
"IDN","2100","alri",156,40,418
"IDN","2100","copd",4197,1046,8274
"IDN","2100","ihd",45078,22880,64980
"IDN","2100","lc",5479,716,10793
"IDN","2100","stroke",10017,2767,25459
"IDN","2100","tot",64928,27449,109924
"ITA","2100","alri",24,7,60
"ITA","2100","copd",1046,268,2028
"ITA","2100","ihd",8065,4398,11474
"ITA","2100","lc",1390,189,2698
"ITA","2100","stroke",2185,707,4982
"ITA","2100","tot",12710,5568,21242
"JPN","2100","alri",40,9,119
"JPN","2100","copd",718,171,1466
"JPN","2100","ihd",6359,2782,9390
"JPN","2100","lc",2145,262,4352
"JPN","2100","stroke",2119,446,6674
"JPN","2100","tot",11382,3669,22001
"KAZ","2100","alri",8,3,15
"KAZ","2100","copd",404,118,735
"KAZ","2100","ihd",13619,9388,18236
"KAZ","2100","lc",561,91,1014
"KAZ","2100","stroke",5270,2672,8275
"KAZ","2100","tot",19863,12272,28276
"MEME","2100","alri",64,19,146
"MEME","2100","copd",1758,468,3336
"MEME","2100","ihd",12794,7672,17837
"MEME","2100","lc",2358,338,4481
"MEME","2100","stroke",4036,1558,7981
"MEME","2100","tot",21010,10054,33781
"MEX","2100","alri",58,17,136
"MEX","2100","copd",2124,561,4043
"MEX","2100","ihd",21554,12749,30172
"MEX","2100","lc",1126,160,2148
"MEX","2100","stroke",7080,2646,14321
"MEX","2100","tot",31942,16133,50820
"MON","2100","alri",4,1,15
"MON","2100","copd",588,131,1251
"MON","2100","ihd",4256,1523,6525
"MON","2100","lc",158,18,333
"MON","2100","stroke",517,78,2165
"MON","2100","tot",5524,1750,10288
"MYS","2100","alri",0,0,0
"MYS","2100","copd",0,0,0
"MYS","2100","ihd",0,0,0
"MYS","2100","lc",0,0,0
"MYS","2100","stroke",0,0,0
"MYS","2100","tot",0,0,0
"NDE","2100","alri",6578,4606,8425
"NDE","2100","copd",243456,95577,380977
"NDE","2100","ihd",775711,575832,1193429
"NDE","2100","lc",72463,18313,110724
"NDE","2100","stroke",662587,227488,935172
"NDE","2100","tot",1760795,921815,2628726
"NOA","2100","alri",261,148,365
"NOA","2100","copd",3795,1326,6350
"NOA","2100","ihd",18616,13408,25065
"NOA","2100","lc",677,143,1108
"NOA","2100","stroke",23128,9458,37683
"NOA","2100","tot",46477,24483,70571
"NOR","2100","alri",0,0,0
"NOR","2100","copd",0,0,0
"NOR","2100","ihd",0,0,0
"NOR","2100","lc",0,0,0
"NOR","2100","stroke",0,0,0
"NOR","2100","tot",0,0,0
"NZL","2100","alri",21,10,36
"NZL","2100","copd",136,43,237
"NZL","2100","ihd",818,578,1052
"NZL","2100","lc",429,77,745
"NZL","2100","stroke",770,390,1148
"NZL","2100","tot",2174,1099,3218
"PAC","2100","alri",0,0,0
"PAC","2100","copd",63,9,171
"PAC","2100","ihd",197,16,391
"PAC","2100","lc",18,1,49
"PAC","2100","stroke",11,0,349
"PAC","2100","tot",290,26,959
"PHL","2100","alri",0,0,0
"PHL","2100","copd",0,0,0
"PHL","2100","ihd",0,0,0
"PHL","2100","lc",0,0,0
"PHL","2100","stroke",0,0,0
"PHL","2100","tot",0,0,0
"POL","2100","alri",0,0,0
"POL","2100","copd",0,0,0
"POL","2100","ihd",0,0,0
"POL","2100","lc",0,0,0
"POL","2100","stroke",0,0,0
"POL","2100","tot",0,0,0
"RCAM","2100","alri",17,3,56
"RCAM","2100","copd",825,185,1745
"RCAM","2100","ihd",10902,4008,16628
"RCAM","2100","lc",420,47,880
"RCAM","2100","stroke",1753,274,7069
"RCAM","2100","tot",13916,4518,26377
"RCEU","2100","alri",9,3,17
"RCEU","2100","copd",507,146,932
"RCEU","2100","ihd",5901,4021,7956
"RCEU","2100","lc",548,87,1000
"RCEU","2100","stroke",2708,1346,4368
"RCEU","2100","tot",9673,5603,14274
"RCZ","2100","alri",3,1,11
"RCZ","2100","copd",182,41,388
"RCZ","2100","ihd",1771,632,2716
"RCZ","2100","lc",234,26,492
"RCZ","2100","stroke",256,38,1074
"RCZ","2100","tot",2446,738,4681
"RFA","2100","alri",10,2,39
"RFA","2100","copd",715,152,1557
"RFA","2100","ihd",7421,2323,11651
"RFA","2100","lc",906,95,1947
"RFA","2100","stroke",883,105,4489
"RFA","2100","tot",9935,2677,19682
"RIS","2100","alri",103,68,135
"RIS","2100","copd",2643,997,4242
"RIS","2100","ihd",21407,15722,31279
"RIS","2100","lc",2975,704,4666
"RIS","2100","stroke",22011,7919,33879
"RIS","2100","tot",49138,25410,74201
"ROM","2100","alri",1,0,4
"ROM","2100","copd",104,21,231
"ROM","2100","ihd",2032,563,3260
"ROM","2100","lc",104,10,227
"ROM","2100","stroke",222,19,1350
"ROM","2100","tot",2462,614,5072
"RSA","2100","alri",56,16,135
"RSA","2100","copd",1062,277,2038
"RSA","2100","ihd",7601,4344,10715
"RSA","2100","lc",228,32,439
"RSA","2100","stroke",3583,1266,7618
"RSA","2100","tot",12530,5935,20945
"RSAM","2100","alri",4,0,36
"RSAM","2100","copd",111,16,300
"RSAM","2100","ihd",5170,420,10017
"RSAM","2100","lc",76,5,201
"RSAM","2100","stroke",131,1,4040
"RSAM","2100","tot",5492,442,14593
"RSAS","2100","alri",1712,1204,2167
"RSAS","2100","copd",49389,20109,76411
"RSAS","2100","ihd",299715,224628,478678
"RSAS","2100","lc",17967,4801,26903
"RSAS","2100","stroke",212404,70101,282942
"RSAS","2100","tot",581188,320845,867100
"RSEA","2100","alri",34,15,60
"RSEA","2100","copd",7956,2452,13992
"RSEA","2100","ihd",7569,5367,9837
"RSEA","2100","lc",2847,497,5000
"RSEA","2100","stroke",11900,6164,17731
"RSEA","2100","tot",30307,14495,46621
"RUE","2100","alri",0,0,0
"RUE","2100","copd",0,0,0
"RUE","2100","ihd",0,0,0
"RUE","2100","lc",0,0,0
"RUE","2100","stroke",0,0,0
"RUE","2100","tot",0,0,0
"RUS","2100","alri",1,0,8
"RUS","2100","copd",175,25,473
"RUS","2100","ihd",6126,492,12015
"RUS","2100","lc",154,9,410
"RUS","2100","stroke",125,1,3900
"RUS","2100","tot",6582,527,16806
"SAF","2100","alri",112,22,368
"SAF","2100","copd",2285,518,4802
"SAF","2100","ihd",20490,7786,31046
"SAF","2100","lc",475,54,988
"SAF","2100","stroke",5219,850,20112
"SAF","2100","tot",28581,9230,57317
"SWE","2100","alri",0,0,0
"SWE","2100","copd",0,0,0
"SWE","2100","ihd",0,0,0
"SWE","2100","lc",0,0,0
"SWE","2100","stroke",0,0,0
"SWE","2100","tot",0,0,0
"THA","2100","alri",85,33,162
"THA","2100","copd",1661,489,3008
"THA","2100","ihd",14179,9799,18908
"THA","2100","lc",2237,367,4028
"THA","2100","stroke",5852,2985,9091
"THA","2100","tot",24015,13674,35197
"TUR","2100","alri",16,3,51
"TUR","2100","copd",1181,273,2455
"TUR","2100","ihd",19061,7667,28534
"TUR","2100","lc",1218,143,2510
"TUR","2100","stroke",3579,620,12765
"TUR","2100","tot",25055,8705,46316
"TWN","2100","alri",2,1,6
"TWN","2100","copd",1326,330,2620
"TWN","2100","ihd",1682,847,2427
"TWN","2100","lc",457,60,902
"TWN","2100","stroke",1234,337,3169
"TWN","2100","tot",4701,1574,9124
"UKR","2100","alri",0,0,0
"UKR","2100","copd",0,0,0
"UKR","2100","ihd",0,0,0
"UKR","2100","lc",0,0,0
"UKR","2100","stroke",0,0,0
"UKR","2100","tot",0,0,0
"USA","2100","alri",28,4,123
"USA","2100","copd",3953,793,8901
"USA","2100","ihd",60214,15625,98323
"USA","2100","lc",4402,427,9758
"USA","2100","stroke",2898,250,18972
"USA","2100","tot",71496,17098,136077
"VNM","2100","alri",13,4,32
"VNM","2100","copd",6964,1805,13403
"VNM","2100","ihd",8269,4664,11688
"VNM","2100","lc",2423,335,4670
"VNM","2100","stroke",7245,2501,15709
"VNM","2100","tot",24915,9308,45501
"WAF","2100","alri",5734,3706,7558
"WAF","2100","copd",41053,15369,66135
"WAF","2100","ihd",182838,134034,265450
"WAF","2100","lc",7395,1727,11656
"WAF","2100","stroke",270315,98626,424983
"WAF","2100","tot",507335,253462,775782
