"region","year","disease","med","LB","UB"
"NOR","2010","alri",0,0,0
"NOR","2010","copd",0,0,0
"NOR","2010","ihd",0,0,0
"NOR","2010","lc",0,0,0
"NOR","2010","stroke",0,0,0
"NOR","2010","tot",0,0,0
"NZL","2010","alri",23,9,42
"NZL","2010","copd",44,13,78
"NZL","2010","ihd",375,261,496
"NZL","2010","lc",135,23,240
"NZL","2010","stroke",301,156,457
"NZL","2010","tot",878,462,1313
"PAC","2010","alri",0,0,1
"PAC","2010","copd",19,3,53
"PAC","2010","ihd",82,7,161
"PAC","2010","lc",6,0,15
"PAC","2010","stroke",5,0,143
"PAC","2010","tot",112,10,373
"PHL","2010","alri",10,1,49
"PHL","2010","copd",792,149,1853
"PHL","2010","ihd",2181,455,3748
"PHL","2010","lc",248,22,570
"PHL","2010","stroke",467,38,3920
"PHL","2010","tot",3699,666,10139
"POL","2010","alri",44,16,86
"POL","2010","copd",917,267,1678
"POL","2010","ihd",13687,9412,18395
"POL","2010","lc",1177,190,2137
"POL","2010","stroke",6183,3117,9806
"POL","2010","tot",22009,13002,32101
"RCAM","2010","alri",81,20,222
"RCAM","2010","copd",543,134,1079
"RCAM","2010","ihd",6468,3180,9375
"RCAM","2010","lc",336,43,666
"RCAM","2010","stroke",1518,400,4035
"RCAM","2010","tot",8946,3777,15378
"RCEU","2010","alri",22,8,45
"RCEU","2010","copd",435,123,805
"RCEU","2010","ihd",6726,4450,9104
"RCEU","2010","lc",556,86,1024
"RCEU","2010","stroke",2756,1311,4634
"RCEU","2010","tot",10494,5978,15612
"RCZ","2010","alri",45,22,70
"RCZ","2010","copd",483,159,826
"RCZ","2010","ihd",3521,2515,4516
"RCZ","2010","lc",793,150,1348
"RCZ","2010","stroke",2055,1000,3159
"RCZ","2010","tot",6897,3846,9920
"RFA","2010","alri",143,62,250
"RFA","2010","copd",2281,705,4006
"RFA","2010","ihd",17857,12658,23175
"RFA","2010","lc",3711,651,6506
"RFA","2010","stroke",8822,4555,13148
"RFA","2010","tot",32815,18630,47085
"RIS","2010","alri",561,391,712
"RIS","2010","copd",1781,796,2691
"RIS","2010","ihd",14682,11304,25136
"RIS","2010","lc",2420,741,3437
"RIS","2010","stroke",18772,5986,23116
"RIS","2010","tot",38216,19218,55092
"ROM","2010","alri",35,17,56
"ROM","2010","copd",611,198,1049
"ROM","2010","ihd",7998,5713,10254
"ROM","2010","lc",796,149,1362
"ROM","2010","stroke",4990,2456,7548
"ROM","2010","tot",14430,8533,20269
"RSA","2010","alri",201,65,437
"RSA","2010","copd",657,180,1232
"RSA","2010","ihd",4725,2972,6476
"RSA","2010","lc",134,20,250
"RSA","2010","stroke",2623,1136,4776
"RSA","2010","tot",8340,4373,13170
"RSAM","2010","alri",121,22,427
"RSAM","2010","copd",212,46,453
"RSAM","2010","ihd",5226,1806,8065
"RSAM","2010","lc",196,22,415
"RSAM","2010","stroke",924,132,4066
"RSAM","2010","tot",6679,2028,13426
"RSAS","2010","alri",3127,2010,4129
"RSAS","2010","copd",10706,3994,17274
"RSAS","2010","ihd",86187,63145,124803
"RSAS","2010","lc",3450,802,5448
"RSAS","2010","stroke",48287,17715,76332
"RSAS","2010","tot",151757,87666,227986
"RSEA","2010","alri",156,85,223
"RSEA","2010","copd",5392,1862,9075
"RSEA","2010","ihd",5943,4269,7907
"RSEA","2010","lc",1939,401,3196
"RSEA","2010","stroke",13177,5581,21226
"RSEA","2010","tot",26608,12198,41628
"RUE","2010","alri",9,2,31
"RUE","2010","copd",291,63,625
"RUE","2010","ihd",6685,2258,10360
"RUE","2010","lc",350,38,743
"RUE","2010","stroke",936,129,4258
"RUE","2010","tot",8271,2490,16018
"RUS","2010","alri",80,23,194
"RUS","2010","copd",1763,459,3382
"RUS","2010","ihd",30377,17358,42827
"RUS","2010","lc",2218,309,4262
"RUS","2010","stroke",9312,3289,19805
"RUS","2010","tot",43750,21439,70470
"SAF","2010","alri",86,12,378
"SAF","2010","copd",250,50,564
"SAF","2010","ihd",2959,760,4845
"SAF","2010","lc",47,5,104
"SAF","2010","stroke",427,37,2830
"SAF","2010","tot",3770,864,8721
"SWE","2010","alri",3,0,13
"SWE","2010","copd",84,17,191
"SWE","2010","ihd",1293,316,2145
"SWE","2010","lc",123,12,275
"SWE","2010","stroke",106,9,740
"SWE","2010","tot",1609,353,3364
"THA","2010","alri",603,318,884
"THA","2010","copd",1975,674,3326
"THA","2010","ihd",17658,12646,23174
"THA","2010","lc",2393,484,3976
"THA","2010","stroke",10652,4691,16904
"THA","2010","tot",33281,18813,48264
"TUR","2010","alri",119,44,236
"TUR","2010","copd",1089,315,1999
"TUR","2010","ihd",16364,11200,22052
"TUR","2010","lc",1396,223,2542
"TUR","2010","stroke",7241,3622,11609
"TUR","2010","tot",26210,15403,38437
"TWN","2010","alri",33,18,49
"TWN","2010","copd",2264,773,3812
"TWN","2010","ihd",2551,1827,3347
"TWN","2010","lc",813,164,1350
"TWN","2010","stroke",5389,2374,8552
"TWN","2010","tot",11049,5155,17110
"UKR","2010","alri",34,12,70
"UKR","2010","copd",864,245,1598
"UKR","2010","ihd",39319,26161,53181
"UKR","2010","lc",1418,221,2607
"UKR","2010","stroke",13064,6270,21790
"UKR","2010","tot",54699,32910,79247
"USA","2010","alri",144,37,379
"USA","2010","copd",4804,1205,9427
"USA","2010","ihd",53343,27618,76621
"USA","2010","lc",6741,890,13224
"USA","2010","stroke",6630,1900,16373
"USA","2010","tot",71662,31650,116023
"VNM","2010","alri",202,117,280
"VNM","2010","copd",7954,2799,13232
"VNM","2010","ihd",8472,6113,11491
"VNM","2010","lc",2867,613,4668
"VNM","2010","stroke",20140,8075,32892
"VNM","2010","tot",39635,17718,62563
"WAF","2010","alri",6869,4269,9253
"WAF","2010","copd",6241,2276,10169
"WAF","2010","ihd",30879,22472,43491
"WAF","2010","lc",1047,236,1672
"WAF","2010","stroke",42406,16034,68565
"WAF","2010","tot",87441,45287,133151
