"region","year","disease","med","LB","UB"
"RSAS","2090","tot",568536,314005,847833
"RSEA","2090","alri",41,18,69
"RSEA","2090","copd",8629,2717,15034
"RSEA","2090","ihd",8022,5676,10328
"RSEA","2090","lc",3100,556,5385
"RSEA","2090","stroke",13409,6807,19994
"RSEA","2090","tot",33200,15775,50811
"RUE","2090","alri",0,0,0
"RUE","2090","copd",0,0,0
"RUE","2090","ihd",0,0,0
"RUE","2090","lc",0,0,0
"RUE","2090","stroke",0,0,0
"RUE","2090","tot",0,0,0
"RUS","2090","alri",1,0,9
"RUS","2090","copd",196,28,530
"RUS","2090","ihd",6848,551,13401
"RUS","2090","lc",173,11,459
"RUS","2090","stroke",140,2,4361
"RUS","2090","tot",7358,591,18759
"SAF","2090","alri",126,25,408
"SAF","2090","copd",2176,497,4555
"SAF","2090","ihd",19293,7486,29106
"SAF","2090","lc",453,52,940
"SAF","2090","stroke",5060,843,18946
"SAF","2090","tot",27108,8904,53955
"SWE","2090","alri",0,0,0
"SWE","2090","copd",0,0,0
"SWE","2090","ihd",0,0,0
"SWE","2090","lc",0,0,0
"SWE","2090","stroke",0,0,0
"SWE","2090","tot",0,0,0
"THA","2090","alri",104,42,190
"THA","2090","copd",1907,574,3399
"THA","2090","ihd",15845,11064,20856
"THA","2090","lc",2575,436,4577
"THA","2090","stroke",7008,3623,10593
"THA","2090","tot",27438,15738,39615
"TUR","2090","alri",20,4,59
"TUR","2090","copd",1290,305,2640
"TUR","2090","ihd",20052,8659,29667
"TUR","2090","lc",1338,162,2721
"TUR","2090","stroke",4194,856,13467
"TUR","2090","tot",26893,9987,48555
"TWN","2090","alri",2,1,7
"TWN","2090","copd",1455,364,2861
"TWN","2090","ihd",1826,936,2627
"TWN","2090","lc",502,66,987
"TWN","2090","stroke",1374,385,3444
"TWN","2090","tot",5159,1751,9926
"UKR","2090","alri",0,0,0
"UKR","2090","copd",0,0,0
"UKR","2090","ihd",0,0,0
"UKR","2090","lc",0,0,0
"UKR","2090","stroke",0,0,0
"UKR","2090","tot",0,0,0
"USA","2090","alri",29,4,128
"USA","2090","copd",3889,780,8753
"USA","2090","ihd",59167,15384,96563
"USA","2090","lc",4331,421,9598
"USA","2090","stroke",2854,246,18644
"USA","2090","tot",70272,16835,133687
"VNM","2090","alri",14,4,34
"VNM","2090","copd",7278,1875,14056
"VNM","2090","ihd",8722,4843,12367
"VNM","2090","lc",2529,347,4889
"VNM","2090","stroke",7457,2499,16549
"VNM","2090","tot",26000,9568,47896
"WAF","2090","alri",5990,3852,7909
"WAF","2090","copd",37092,13843,59838
"WAF","2090","ihd",165817,121494,240176
"WAF","2090","lc",6677,1552,10542
"WAF","2090","stroke",243315,89216,384418
"WAF","2090","tot",458892,229957,702882
