MODEL,SCENARIO,REGION,VARIABLE,UNIT,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
IIASA GDP,SSP1_v9_130219,IRN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,806.7766951,956.5984503,1099.776999,1218.593475,1339.791295,1486.57451,1671.286392,1888.934226,2115.332495,2326.345849,2504.238252,2637.756878,2742.287664,2831.426855,2910.911907,2968.537714,2993.433139,2989.12961,2972.424065,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,IRQ,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,136.305235,238.6798507,416.1795668,667.628626,933.7080221,1160.103215,1343.452839,1505.593672,1666.103488,1830.398204,2001.951412,2188.489928,2396.663459,2627.227265,2876.366472,3137.250153,3401.479915,3657.547909,3892.486137,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,ISL,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,11.42423744,13.63058826,15.96351235,19.19060416,22.77503533,26.70275521,30.93881791,35.43236757,40.18479595,45.21559116,50.51849143,55.98372077,61.44010526,66.78656929,71.94385179,76.86128028,81.50169117,85.94169981,90.22821339,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,ISR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,184.9040154,207.7068808,221.1786585,236.2490249,260.9289253,294.8795706,336.091031,381.6720456,428.6654026,474.9335813,523.7124475,579.8299261,646.6206761,724.8749782,814.4366461,915.2315003,1026.889879,1149.604169,1284.854448,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,ITA,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1675.320534,1849.135928,2188.112761,2680.710908,3204.777135,3713.111064,4178.237031,4592.306472,4953.108784,5275.384087,5569.524259,5829.676322,6046.398316,6224.80905,6382.027744,6533.185002,6685.963505,6839.042458,6986.128572,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,JAM,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,24.87136161,27.34939736,33.80906426,43.42880474,53.93012066,63.17609381,69.96480881,74.34397525,76.83859593,78.36656718,79.69364262,81.36914761,83.57586542,86.25531705,89.27644908,92.4666206,95.5950145,98.27650118,100.1532878,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,JOR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,29.12426202,41.1391626,59.92195308,85.43759573,114.7690184,145.5380098,176.1950877,206.6636536,236.8079137,266.8398366,296.2181008,324.0143543,349.4155799,371.7337286,390.6112268,406.3508539,421.8586862,438.2812022,455.4686988,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,JPN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,4064.124653,4071.430398,4130.50439,4279.655292,4481.307158,4707.824891,4939.709523,5170.564815,5401.345288,5631.882889,5862.069449,6081.137905,6273.925678,6434.14608,6564.005416,6685.191264,6808.659091,6939.246639,7071.255891,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,KAZ,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,180.6763471,287.3902093,375.0154108,445.523595,492.4619576,525.1009555,552.0102022,578.1590193,605.0601371,635.4935784,670.0704382,707.7566773,747.0600188,786.4573501,824.8100183,861.5748496,896.368304,928.2961701,956.8277336,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,KEN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,47.01295901,64.40004739,93.04372905,139.0676285,203.3408243,286.7104142,389.6380999,509.9467214,643.5194179,785.7230909,932.4991991,1080.472177,1227.423397,1370.572352,1507.534343,1636.467311,1756.366502,1865.6428,1962.584639,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,KGZ,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,12.495919,21.61691129,43.22871373,81.46877175,125.5111637,161.2254357,182.5315751,193.0742129,198.5876315,203.2711299,208.7966838,215.6786157,223.774125,232.5959624,241.5723154,250.3148451,258.5658671,266.1250093,273.1111538,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,KHM,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,25.11384108,38.28775073,57.41383094,85.24885206,117.5276469,152.213236,187.2980769,221.6545761,250.6222165,276.4082742,299.8912139,324.8092723,351.4337465,377.7440206,410.5811787,446.0279944,482.1313616,516.0328214,548.0773567,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,KOR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1214.993576,1317.694816,1354.147669,1377.638206,1426.254156,1495.20794,1566.535433,1638.163655,1707.151215,1773.885023,1837.58412,1899.156887,1958.460749,2013.616285,2063.677333,2110.108499,2151.080403,2187.440698,2216.044955,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,KWT,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,116.3526592,142.2530284,152.8973418,151.4334472,150.2794683,157.3552248,171.6417513,191.378615,215.830332,244.4598741,273.3619708,300.3576132,324.9805412,346.6057532,365.4630693,381.7004376,394.6123945,403.9922734,409.61581,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,LAO,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,16.49381658,24.46120509,32.39731201,38.4543182,44.65927897,51.6218875,59.52998248,68.10624468,77.38454303,87.09273096,98.95296449,112.4496841,126.3427474,138.5969792,148.2305969,155.0301609,159.4387944,162.0772495,163.4680028,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,LBN,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,52.90499525,69.6835723,82.40932597,90.71412929,99.07831319,108.523014,118.9004403,129.5117976,139.3610924,147.6655233,155.2219221,162.7149439,170.5180949,178.3425358,185.8627197,192.7419803,198.7118234,203.5277676,206.6787954,,,,,,,,,,
IIASA GDP,SSP1_v9_130219,LBR,GDP|PPP,billion US$2005/yr,,,,,,,,,,,,,1.422911549,2.43097792,4.19404692,6.863989292,10.43830505,15.13091158,21.28418121,29.37063201,39.91116942,53.51255766,70.69492229,91.6113742,115.9679056,142.970812,171.6073939,200.6703981,229.0018091,255.5287998,279.4047599,,,,,,,,,,
