COUNTRY,BC,CH4,CO2,CO,N2O,NH3,NOX,OM,SO2,VOC,PM25
ESP,55722583.5282628,1949231218.50209,398716910571.722,3260368010.49599,111770426.792085,862467250.625948,1613911657.04493,145512482.864226,2581796726.34052,812982859.099053,-99900
FIN,7880481.84323193,332132669.09732,54508622643.8652,606953641.024543,7993098.75542519,22355760.2848262,1034844115.20976,24577378.8156047,114736636.888165,108120663.204961,-99900
FRA,78867650.2063918,3896121647.72378,505851812299.65,5490251657.2849,211480815.228084,995363695.082905,1996304902.49678,143977580.336903,965032970.537658,2244120074.6366,-99900
GBR,47311793.4411054,4232285685.83704,619030625984.584,2870102096.64373,164875261.290501,476853498.51362,2504545351.70439,56179301.3521507,1996150689.7017,1441463259.61461,-99900
GOLF,135552814.211666,14413441947.0722,1256884688920.55,15035333450.5164,184605150.04221,849377535.376626,6349044824.74887,433133121.473461,6305388634.32975,8786829062.86991,-99900
GRC,8878444.56565794,272545426.368646,107178070517.596,696993871.742184,30671298.3951795,214379029.657206,346831378.633904,21657262.8859765,939195795.352188,188726163.388176,-99900
HUN,11721007.4539967,535764617.361968,66406972877.6578,509032234.490555,44395390.9787468,136212348.193277,215260697.70508,44164168.7693015,278317609.118644,388321213.721738,-99900
IDN,274672377.662048,9504136318.4092,358664089360.01,46663632807.6401,383036572.322659,2222381924.25772,2824686435.62814,2434485435.64488,2184869760.84451,5328531771.8706,-99900
ITA,38958628.5293049,2170656730.34962,372613549605.06,2857206662.9118,59995167.904126,527767736.721512,1395774301.08732,58025819.2684929,832069485.56329,1232604626.58871,-99900
JPN,121864217.243737,1976862339.63365,1275240922472.64,10411785730.574,95394066.611953,366404240.524771,3052668249.44361,203936551.332183,2959351420.27997,2888297345.56898,-99900
KAZ,61941529.2719188,2065103096.41533,115045321330.6,3367817428.62281,21214293.4319819,77102477.1443541,429502416.099751,339314414.190294,2386506694.01649,902576375.773509,-99900
MEME,7922701.94897835,349628799.817609,97834528564.341,840301032.192624,9030516.07743965,16269918.336594,383722349.709658,29475845.4943405,361151942.569472,118691901.529557,-99900
MEX,153860914.377139,5784227212.05422,462563065958.5,12077993044.332,136664032.946161,946143393.954793,1995647601.33756,1191794690.36029,1973602737.68923,2970461909.4161,-99900
MON,5626486.24218638,470928118.887523,6992851692.91016,161561896.975312,7518576.00430151,2596484.40382269,43922892.6694969,37013410.5449573,48242748.3710393,79831324.6284191,-99900
MYS,42927272.195278,2518277242.66851,180359466876.483,5751361620.84055,26520814.6128508,168551401.058992,1011839371.68997,248030047.207038,320019274.942307,2163992323.44329,-99900
NDE,509067933.795678,28401733011.1863,1240087221681.17,57779112028.8217,729250641.523789,4701003059.46877,6229916312.90177,2392468567.94514,7042380313.2561,11169195016.4834,-99900
NOA,66420601.0682745,4063361743.97682,210971785774.284,2216359911.48758,78024610.9563957,567777705.25032,815328215.384374,221270769.936834,923424737.864654,1565445396.90216,-99900
NOR,6404986.63838829,874452318.178165,52354521417.7391,613462705.54049,13163351.3854264,90014771.9481091,236789333.947821,14968592.7643468,240680834.922818,824742433.082749,-99900
NZL,43989891.5491257,5141712888.60548,13585727180.6757,4063308457.79704,39689607.5390076,896762694.595293,704371230.044884,251790285.304333,1332465785.80174,800935875.422217,-99900
PAC,12776920.4627917,280005173.263232,35398326091.8343,2247658273.52462,6420551.68479459,110336843.674306,170476447.262497,124837431.947584,40413981.6415034,433360398.161241,-99900
PHL,33284633.0472932,2142659563.49215,65369528299.7931,3791172097.08641,55891637.0716838,185342728.147971,830827733.926176,148961040.211605,1678271457.81045,675744967.042429,-99900
POL,63671213.3116062,3611932875.63376,313575236334.685,4014653033.16635,156959188.20388,231819695.715717,892906902.347873,221170019.785922,881844496.257339,1158955362.9998,-99900
RCAM,102693729.755621,2897808737.21207,172490157931.624,10834827517.4021,88716949.0973299,443903341.790967,1383814989.77552,764927424.421081,1524115091.2729,2357706199.53887,-99900
RCEU,13777634.2714678,580177041.269174,79314226522.4029,1174155891.30274,35331224.6464691,118325056.344097,214231428.85531,84248481.5924722,456464030.984722,514338152.441635,-99900
RCZ,26848670.4303631,1232747155.864,163225637192.697,1336351610.92612,42771778.591003,251559801.33913,456265556.09169,75952024.5181278,249896556.72218,561231170.122207,-99900
RFA,70649128.6289285,3707557678.81504,949903749349.761,3582446194.95996,168699748.076563,903024676.471259,2451907576.37447,84874385.8919681,1014396409.91989,1798958781.11282,-99900
RIS,33396677.13237,4849158226.80114,128068937687.861,1898867019.22369,89936302.313315,578361152.392448,437247061.643463,187598140.772693,524775164.531811,705612422.266904,-99900
ROM,28294308.4957259,1125519068.04155,82213899123.9696,1112341723.63077,69940225.7087705,455090969.354615,399071658.075513,144196334.899814,286420372.403723,600980584.539998,-99900
RSA,85616124.4473954,3313590051.89922,455075430597.642,7738962041.17268,86643838.6634822,306098274.259251,1630656024.46161,340026629.980303,2302387832.27546,1428761421.02762,-99900
RSAM,182335068.325952,9050737906.57488,342074270931.213,28276649645.1455,247688289.358281,1387320210.95475,2000567753.20358,1399134910.92998,1200692643.17575,4430693761.09311,-99900
RSAS,130122724.711039,12704375941.4153,190035023994.476,11297606884.041,206211918.814093,1048459951.68196,1038093801.31656,627208625.729164,886068129.555627,2610063698.27757,-99900
RSEA,165875806.491728,5307183069.65611,275969809488.171,23124687943.5102,98916553.5466489,1307245426.19888,1434584075.91233,1332911320.87193,406867939.538014,3165149529.40937,-99900
RUE,206530151.166538,9815180406.88276,851209762969.997,17529728565.8047,155476869.330691,973858627.305141,3092080552.52074,3685785586.16062,3177214467.77865,5965537273.23706,-99900
RUS,143126653.416612,14696142795.6414,950801947842.071,4039394330.45986,142834844.871913,412066256.18202,3249723494.0075,840057565.133518,4014392433.21501,2434012020.41849,-99900
SAF,380850337.851399,4034165462.87278,35462684056.6293,37991697139.4928,153459074.530676,877994486.632187,1435382912.20896,3386257573.43686,946094321.100862,3678747754.25627,-99900
SWE,16532549.7658162,866874062.185151,93187406560.7399,878460969.28017,23533497.0217218,196920478.315648,413468125.14603,58980024.1699705,119206027.956709,394446721.774168,-99900
THA,99840866.7692624,5264304058.11824,214412052007.054,12352983618.439,81496993.219955,622635723.985233,1600334668.09029,427605107.696158,1683539572.07492,1794724882.13509,-99900
TUR,33756666.5337372,3228768493.73684,281972935292.003,5074663556.49098,147558516.352538,861463262.480608,1072188519.89371,84759505.80523,1425878403.54768,1424724894.54436,-99900
TWN,31280313.698146,465835343.561,290478724454,3975584346.98,16853387.845151,65566032.38412,1100500187.936,60995917.8544936,1601585846.961,611982469.62,-99900
UKR,46941089.848031,3726479642.59961,408769193526.14,4278998518.949,169896255.421816,676561439.07796,967912437.556877,274726681.49044,1002252230.76197,838968681.87779,-99900
USA,418805270.049889,26228135627.0733,5939019347909,60645364381.4204,1074344634.69206,3521136469.31582,15764624124.2691,1164454904.42014,10872391319.4304,13320869501.3254,-99900
VNM,97886014.0448294,3983099539.68025,78768829062.8203,12998652432.2637,94247272.5691187,281923664.095533,1011332206.42893,457125964.022026,797743384.593706,1240935701.76302,-99900
WAF,313364697.43067,8850228056.2963,34774869625.1235,40625105127.4185,262563896.315713,1020862366.65146,1557629054.91741,2371999092.94866,546511955.199345,5131140502.26596,-99900
