COUNTRY,BC,CH4,CO2,CO,N2O,NH3,NOX,OM,SO2,VOC,PM25
GOLF,146658635.788489,15204066448.7192,3331609341648.79,19185649748.7198,361330433.540258,1736716992.70829,6302484481.92833,601086822.111674,3469534048.0263,11934276457.2785,-99900
GRC,4835042.0506086,380184171.485944,87312358749.5035,434084751.829279,36826681.5023445,275557347.637217,145923738.042228,13274208.8402172,214637990.9514,162716661.238209,-99900
HUN,6255500.66149919,453319551.458923,97373554189.8212,211608425.258885,75957551.0107229,171076051.933085,125958792.365617,9674583.71875701,70166888.753065,171263583.483343,-99900
IDN,159811835.048442,11816125134.8292,1839771880475.08,41591905546.8971,646474930.230498,3202036948.82362,3936189392.59583,721161406.199402,2956742433.92002,5758963004.63886,-99900
ITA,11942327.8528889,2275707671.40571,517613893137.88,1117386946.81972,122988836.235438,672087272.96049,271311181.472092,27768031.3251497,86253590.3328495,692175195.475524,-99900
JPN,45345968.965837,9757681823.30779,989365059421.829,3959102926.98498,74364667.646626,382425571.203951,697103975.912901,70937641.126467,338262797.000692,2146339480.66748,-99900
KAZ,66205449.6354507,2706031500.94352,132962071009.272,4049029529.57575,7841805.79538963,138798083.102865,543738176.805508,401858177.742285,1689533642.52146,1348814638.37518,-99900
MEME,7099112.56577758,523040924.641764,130031048263.57,547461527.964335,7050290.21451085,33451453.7516842,360487851.571968,23114050.3193707,84280809.0632966,303595173.285856,-99900
MEX,103954180.631823,6171008597.11762,987277810218.086,11342616731.7841,217426701.355021,1466560221.78887,1974543322.66143,637039145.162728,901979286.8467,2853595260.41607,-99900
MON,1455650.98814447,1062999933.95991,16196182051.596,156966386.097638,4848561.21648968,4734267.54448128,26086741.7592637,7424932.39075558,7104810.10790682,107193261.073664,-99900
MYS,24204869.5741852,2587103842.83265,1016666732733.82,3163782168.49987,35628132.4744285,218556020.98345,1010507396.73258,121202823.335472,300554649.846034,1115294430.0534,-99900
NDE,775418071.345168,52708135384.6132,11652169424477,57746160379.2642,1701590808.81448,10148267562.1655,21974375686.4102,2404792037.71702,22686269711.214,11832115494.8828,-99900
NOA,109596009.419771,10020101921.2631,515743497035.789,11075631825.4596,127222309.41655,2165797835.28613,1540208323.59139,250561791.022675,1161162501.14505,4835035365.00498,-99900
NOR,3999552.22093906,558159018.155714,89101118993.2128,426599091.89999,16454554.3780902,116885931.628341,127474476.61032,6435209.75357271,76590524.051396,454757411.56648,-99900
NZL,123599571.764537,8031870145.29841,27223871241.8635,8954959721.06825,59116361.354322,1872978677.69311,685989348.960527,597595442.631665,488768675.925376,1371630846.57861,-99900
PAC,9056377.08751995,205165558.641425,480868522350.63,1351646529.45512,90059323.0542634,157465036.778718,215844833.689523,57142024.304291,111047804.825815,234538838.203732,-99900
PHL,7659755.8145613,2318941264.37141,523443704858.287,1067245040.48066,111020940.760481,373594560.918478,523911931.210909,50582507.9540717,1620651719.12657,721593137.379285,-99900
POL,27712749.0090807,3107798729.36252,458117817867.206,2246229764.53055,220041760.856819,290773106.211351,515297227.042938,54632590.1023931,346484608.403529,634345684.583129,-99900
RCAM,44367214.0924244,4120811231.59878,477447193191.399,9457567963.93877,143383309.306132,708958028.622499,1057515891.53983,198373562.44142,1133418553.78513,2324665615.44717,-99900
RCEU,23014928.6114165,1122248601.37488,123831508343.363,1418614434.01911,78966339.0501196,248915305.96964,312160291.839425,172633198.997332,265086334.788414,561923951.695112,-99900
RCZ,8635527.80412425,948788976.220696,110378700503.751,437167980.05461,33261345.4775098,314847352.749371,231745463.993332,17981295.7031465,79611986.6008506,214445166.371456,-99900
RFA,14992969.8754432,4169269209.94293,709134726326.385,971125115.743113,172815872.533308,1133881870.17918,728411390.783699,10285189.4991734,145801653.34035,1420274630.3801,-99900
RIS,16568016.3556238,7342918614.87647,284944116493.351,1943642365.734,193917714.874303,928227510.181904,287660316.851258,79741601.5571398,96344525.4729731,955649790.527189,-99900
ROM,8657847.91236656,882773430.140819,49434958509.7418,412094966.620849,47237283.0074852,576339954.380305,240386726.584343,18582330.278067,68176010.4300155,286150363.87425,-99900
RSA,73304661.3646396,5346608870.2604,725215747248.235,7988925126.63325,149458106.923285,586735454.98619,1257060865.63817,391029721.974177,1162990308.76576,1699153461.11738,-99900
RSAM,159398668.764951,11073052052.4898,979041952420.617,19673965867.5254,487753075.357735,2192439360.34347,2008711029.21709,1216482611.90205,788844429.733997,3863798929.83955,-99900
RSAS,254864909.450354,22778997355.9492,1859227846691.07,12413318894.3581,611555593.378071,2537893504.22582,3377735019.06776,722900999.98571,3667161266.8539,3465096156.72261,-99900
RSEA,151606640.511391,6448663976.06132,286034808754.3,18606738242.2094,162911750.608506,2420978200.04026,2028115561.49295,875006176.112773,850006034.216974,2337710842.27255,-99900
RUE,135206443.357094,16466793716.9257,935569803892.456,14739693037.4869,209788446.610258,1220594673.83837,1571926356.78169,3163344947.01027,1017241777.62324,5930812164.87632,-99900
RUS,93698889.236076,24655517455.4522,1045032177238.46,3396483423.27941,192730277.863787,516467034.805758,1652067572.53418,720983842.315959,1285279208.01518,2419843752.36667,-99900
SAF,361718854.499259,6820434742.3873,1023251084669.07,36291219806.9923,380673014.474989,1744035807.50876,2952752382.80811,3031131132.89903,5090119382.21463,4389940260.8894,-99900
SWE,21586178.156552,944128497.186061,76469883505.8694,773016531.443898,27156119.1518675,251187281.926595,285831080.526232,22190523.7091324,88100730.3119416,508240696.175813,-99900
THA,65065633.9615077,6491979048.01839,507051710220.386,8564734687.83525,57779511.3529682,1256409729.36343,2046181496.90261,301465078.808039,2565606742.38872,1354801184.68014,-99900
TUR,21325418.4356445,3627792939.59491,703860414341.188,3072212415.84769,239065964.280727,1360824243.11924,977415593.997395,38669437.7746387,821417264.118864,420729455.937715,-99900
TWN,10424438.13013,567387860.56427,370646852204.25,1850663969.1112,19055407.650954,73381836.577966,480160546.544965,24967943.5729404,731284499.617647,349182180.062628,-99900
UKR,23246409.5476754,12794190491.977,380576350408.763,2841942963.28333,250034916.947464,1009787011.84925,605675169.622143,109511823.012762,479272309.648702,1815559605.11948,-99900
USA,233023711.727613,41978042376.2963,6628333175844.61,37403191343.2745,1483393671.05829,5458180907.34241,7706653700.9939,782397167.445958,2456670572.65315,13818471100.5502,-99900
VNM,35771658.1272698,7504072779.68336,347972350485.127,5438964557.02057,106536883.371831,419515190.261783,922652786.706424,164215148.017693,240348490.049209,856136974.61135,-99900
WAF,413928892.22944,21970659243.1156,1209713449775.78,66645611197.4888,672065457.658227,2559114855.78461,4572779872.64257,2797407773.92012,2060968932.5651,14022027901.5668,-99900
