COUNTRY,BC,CH4,CO2,CO,N2O,NH3,NOX,OM,SO2,VOC,PM25
GRC,5996458.53540578,391308188.407554,93238106410.7454,412957693.62442,37063860.8982418,273014194.746995,142831882.717424,12564149.2021312,151254921.211511,155871884.601103,-99900
HUN,5808603.36560232,467466035.116021,82337929146.8151,217142067.206765,73777696.9390629,163201072.31088,116891681.819892,8255988.13513677,57726876.7982496,182726105.088279,-99900
IDN,172041133.178975,11199806942.5347,1930636480153.08,42499115185.477,619858168.802621,3033465574.30361,3717114634.65097,767188500.892498,2275911992.87993,5826040623.95266,-99900
ITA,13294588.2618427,2234963573.15163,510413322197.494,982494310.896583,120280709.977847,663798938.233923,231587673.802797,26927590.6160178,47245095.2199725,617785293.843096,-99900
JPN,42182267.146207,11667569911.8313,840185199105.546,3646183874.65819,65735189.730644,348148832.44829,561412054.801253,66138767.0530997,238705554.603804,3408105822.16658,-99900
KAZ,56713393.1545281,2044530422.215,136804819737.508,4961400710.75205,8390084.76754713,147245505.548055,539072590.767594,364276165.155656,1128174282.0438,1553771685.97826,-99900
MEME,6864518.73563519,243771868.517373,132220777393.517,527105232.035569,7616053.55860567,32262695.8388833,294588946.990257,22887559.7845917,41960238.4350699,221198228.269265,-99900
MEX,111742862.207933,6288261156.23689,1163544335498.02,12871052705.5114,218513607.806912,1442494212.34733,2183279363.50038,664383247.452421,759158763.529865,3297992971.79488,-99900
MON,1080234.84537611,1146897860.3214,18631664344.274,90003061.8058041,5548463.09813235,5014722.97868044,15893026.2012927,6293662.63945222,1319131.35394823,67440156.4399768,-99900
MYS,22069535.1823366,1836278973.39704,1151861553348.01,2731127896.37177,35888560.5442506,196954578.26892,904376197.873118,96401610.5190162,198713145.772465,1065047116.42465,-99900
NDE,832007691.637841,51072441004.0556,12044766145590.4,59844180559.9643,1686166869.37947,9814258583.43225,19251537077.7474,2113697961.59694,16208227229.765,12693374537.5532,-99900
NOA,143352611.210221,10162970676.303,530245380483.569,10653208535.2008,133260649.634618,2106492992.80555,1805770619.60521,325075077.17857,1169428212.7398,4436774294.55761,-99900
NOR,3951276.85252439,538041618.411394,140847963051.741,442928372.80169,18462563.0220161,118146692.181084,121746142.548772,3640942.15655857,71896543.7935372,449784711.202702,-99900
NZL,153163856.106545,9418439160.94397,25297730967.2911,9969812962.76597,49409646.5529433,1860996793.78948,801119561.188851,585282273.075659,428606103.978852,2205569201.76111,-99900
PAC,7541051.12957542,152283809.891499,545441175268.134,1158955624.07501,102027904.678764,145008653.354288,210348097.769551,44533904.0056685,86679033.4037138,210540377.827212,-99900
PHL,6685436.52276858,1936742342.08742,619521757063.898,940953981.821312,114283065.558483,366963544.170922,463024584.131605,42929735.8775688,1442222608.47853,814089462.260327,-99900
POL,26175919.3369239,3417009646.36357,407585037067.196,2053848200.00382,209524325.95151,275772633.139833,459313346.880813,46032972.3759459,235076803.639594,654993339.043826,-99900
RCAM,46247030.6625973,4273161666.64425,554420070131.535,10765220566.3399,143081385.494431,694078943.585088,1029056694.27273,184361695.510977,1060570497.37683,2625497257.6732,-99900
RCEU,27686692.5837744,1142268927.21849,127126623290.183,1908074438.916,78318532.3473132,280194890.854442,316403112.324471,209745030.784606,248953703.091045,633345869.497472,-99900
RCZ,7683852.92289992,963104383.387074,95053199045.0338,425338098.859478,32130674.5991158,299983448.784636,205432578.247321,15075469.7877073,54848996.6240477,203715233.824093,-99900
RFA,7429259.59789657,4182702401.1505,799150161535.804,564256468.174407,185274367.346222,1125860520.72153,614440237.736211,7509615.60354193,127301827.49211,1453504133.41105,-99900
RIS,12673507.5094155,7006574775.9176,312083022683.002,1242680318.11898,186305931.206942,867500310.63026,199257109.822975,68872942.0591269,51740719.4422152,721637189.855154,-99900
ROM,8129511.68775415,941019887.079921,45437427866.3478,400771135.764658,47516736.8948267,550604451.607139,200463533.63656,15966417.8667019,41475321.5610497,304070246.681527,-99900
RSA,69926898.4489122,5255855646.31219,718659780882.298,7937030742.78933,148127765.083444,579675623.281089,1175424664.51465,401806755.48449,842316141.289025,1774129520.89417,-99900
RSAM,166962993.857001,10755969794.884,1141436799455.55,20600492701.4367,493068642.38268,2130103996.26882,1960193853.11487,1219564342.84589,602561665.531253,3830282431.20198,-99900
RSAS,307275426.795912,24049511118.3267,2500721697528.58,13725557532.0068,711667669.981861,2542552302.07956,4104735832.56916,712868404.565503,4154962585.30386,3904846863.5007,-99900
RSEA,151377929.607847,6358741731.02531,271564584121.55,18470356817.5435,158659364.958396,2344802064.78911,1839159529.60848,823594665.469931,628605103.986208,2237018520.80064,-99900
RUE,127424697.755674,15013435540.3319,895464455365.47,13015563859.8386,204351476.465426,1179927135.57795,1405762172.35197,3061381950.01764,873346385.742311,5039449043.30013,-99900
RUS,88306092.1099434,22479423037.3142,1000234472657.05,2999190470.39486,187735394.762825,499259485.609955,1477431871.80392,697744620.99257,1103468197.71055,2056156719.14545,-99900
SAF,368135545.216518,7012045527.18342,1760217778741.45,37676934076.2591,424550061.606526,1835691218.17194,3632670304.35102,2993589656.08499,5297603887.24221,4543803372.97588,-99900
SWE,23098726.7188447,935065099.258497,77170858733.2806,917994901.668097,28040279.0093405,247872843.624174,280416323.334998,18460846.5600375,84422288.5948882,549378920.021053,-99900
THA,65512722.7265395,5579466227.72108,526752443636.755,8965167263.97364,52980416.0440022,1232652715.28164,2043407900.64691,309349301.998071,1938571944.66046,1425196409.37376,-99900
TUR,17920189.3409596,3447761961.79519,720992423544.231,2498928385.1905,242276409.468274,1264510772.12953,905932344.762879,34705568.5170547,588816366.396932,302478391.646134,-99900
TWN,10046156.269532,718940714.37663,347428732436.668,1832750693.9738,18278531.555253,72836096.140646,442780364.670784,23403474.2612656,768127285.384812,423027086.81117,-99900
UKR,22577611.315738,11045587947.8724,391381217483.103,2621583195.66085,247828186.873451,982074535.717672,550385604.932177,91139225.1680628,354267162.983377,1726685025.44166,-99900
USA,238628344.033375,41764947649.3379,6981021733776.21,37106186333.867,1524394438.21409,5558355504.86837,7520750479.08859,758932891.211605,2265208527.90676,13223760625.7965,-99900
VNM,35211822.7998677,9486832434.57625,390151318675.691,5485909188.00478,92443912.9344168,415692643.765435,767548738.366424,174143423.343918,125075869.503013,890315877.018546,-99900
WAF,435120173.862573,22464012984.8188,2837439512729.38,76956567398.3665,779135119.689893,2835196125.3238,6020408208.39881,2842834954.81128,2420633521.02416,16787444784.7997,-99900
