COUNTRY,BC,CH4,CO2,CO,N2O,NH3,NOX,OM,SO2,VOC,PM25
FIN,12913602.5190143,320874244.188184,45242519578.2179,574570807.686388,9513149.06789998,27642450.0032723,837513726.972557,15815288.1007147,96792873.618503,139170320.979131,-99900
FRA,20336508.6352884,4452611787.07975,415610379853.272,2129822677.81357,214221078.180391,1247889416.12737,649227717.65014,30875140.0161018,138954664.623537,1378112385.52683,-99900
GBR,13061738.542268,4347625926.96813,662585445420.989,1077104663.55563,236063726.491442,589564081.983885,726177656.544259,11150689.3064848,463935564.122147,624937571.484649,-99900
GOLF,144530014.139455,14411417467.1766,2895500767645.79,17430309050.5443,330650386.406102,1646265639.90448,6756528745.6084,564081353.399591,4958492524.87964,11339541855.5763,-99900
GRC,5081428.16624342,346512875.008055,88265689789.4851,485256734.096406,37064313.5942062,270853321.587384,164124801.003789,18376427.6842512,362058075.359297,147796094.043846,-99900
HUN,7430930.76381523,450626380.107955,95843377288.9005,246004482.72639,73821226.7104037,175341940.434774,144372113.005752,14038980.1216262,89329603.341225,180610990.700513,-99900
IDN,177281661.278266,12398694098.6089,1491819457401.99,43078564856.6556,640304427.667879,3262329315.03277,4156249696.84398,862744286.232174,3570982382.65478,6043091240.31778,-99900
ITA,11926689.0653457,2225051314.48163,548071525447.67,1318856568.2288,127143586.897891,660686484.593865,355265674.190576,37189935.943357,118538038.712804,701606908.770354,-99900
JPN,52319649.234084,8305630695.16209,1103191495085.03,4696226387.52956,81787583.981979,402547184.896645,929052206.165274,106608435.504577,524587764.10025,1928845921.30764,-99900
KAZ,88518630.3129515,3188707792.5709,131086600207.894,3443443551.60634,6971056.58382641,134866480.776259,542424850.245849,492134711.03307,2110606101.18357,1296818346.57544,-99900
MEME,7587703.39023838,587429745.505327,122252614667.605,615891319.98079,6794357.12039593,31945932.0392162,415600474.811041,22737274.1908416,158571657.921149,316403276.510028,-99900
MEX,105976127.463164,6177602548.40038,793065229515.304,11178002724.085,210689088.153345,1452773091.74577,1871946560.21197,676694746.699833,1104038267.65335,2729080799.09151,-99900
MON,2415202.197615,987022953.248127,14110053304.905,234021833.930488,2918096.11667834,4618928.36720375,40816236.3455954,10169029.7690027,33012042.9857134,125924592.070207,-99900
MYS,29424855.651165,3392090698.35353,741102631805.775,3761901375.29294,33137095.2953296,229245595.882368,1090607293.65142,162385256.499487,389557686.401783,1242357209.57916,-99900
NDE,782165098.563519,51846995896.7188,9048851952446.7,60321718164.8672,1562252266.40381,9851874201.59372,22708298797.8002,2930498294.48595,26180036479.7962,12396627189.0877,-99900
NOA,97362581.1948067,8446491095.64563,446089204778.404,11202824735.9539,116668685.187618,1993888108.06628,1324337058.77643,261802998.237325,1191584905.77694,4693233781.43328,-99900
NOR,4867590.01263685,575354853.34464,61010258671.2854,549356414.363306,14355586.772482,111160813.268701,137445809.040435,17079306.5350355,82512247.5142691,465102239.264462,-99900
NZL,103536717.26049,7038009095.38652,24181921307.7318,7945163370.20876,60296706.5408347,1754020623.53129,584369725.061534,598113031.730923,533283210.271304,945849860.519393,-99900
PAC,10151337.9572775,246685516.275492,438656962432.744,1513308425.61267,79791195.4055948,162530534.977404,214778870.937975,74453512.4816145,105166975.604932,277509483.386464,-99900
PHL,15813770.0103948,2666751779.86845,365937111572.997,1566082917.78935,99936902.7577192,362387122.319182,623079993.259447,79734314.3172483,1996062920.21716,707644442.470068,-99900
POL,31233659.0424802,3064837119.51879,461770510189.456,2382866956.45701,221267085.176165,298019632.387191,575710144.404544,78135511.9118047,460578631.994356,638055447.950536,-99900
RCAM,50521489.8194776,3953178577.93705,373903950108.812,9489304532.70425,139718287.608394,704527210.050583,1184630746.03208,261282746.830851,1260353934.27924,2255971228.46887,-99900
RCEU,20240487.7092057,1056604351.72092,121650197898.458,1260283691.1359,72589154.8135853,232649787.287882,276275288.98966,154694834.085716,272420916.195507,521468503.472637,-99900
RCZ,11278846.7353554,967000509.391735,109469868419.017,539145016.545589,32302438.7272056,322892285.50844,275584758.945445,26672564.6485088,107749793.119264,252509435.720945,-99900
RFA,21082556.3426947,4087981964.13864,652921559899.821,1364931554.19865,159550737.278042,1115248108.80666,894358551.647985,18308229.1459348,193196081.361188,1354554910.52456,-99900
RIS,26093553.0320676,7672511342.03013,255483043523.047,2434575001.99472,193691988.923493,947545886.872124,391434393.906021,105377357.540144,249577237.515309,1060692659.29607,-99900
ROM,9878981.77218849,854657896.403474,47357641663.1344,462813389.151636,45511621.7736987,589851932.260275,270170805.271456,26060980.3004281,113994550.512992,285470343.848259,-99900
RSA,80220087.8185465,4939680487.0817,665060209759.092,8184046655.59584,142705286.461172,561295546.879122,1375557358.6318,389537141.477842,1540905480.98439,1525389192.3891,-99900
RSAM,169171541.171577,11135434341.8321,724240945389.268,21274420965.5321,458042998.489857,2168074589.77958,2047900075.97048,1348160056.45143,933991114.71803,3972726838.72687,-99900
RSAS,216996086.227826,21258943341.0036,1153604713301.43,13115626702.3896,481100597.914607,2434341500.15453,2778908652.84554,751897284.834865,2981753885.45246,3558954333.33522,-99900
RSEA,160834095.837366,6291249661.10974,266270313679.573,19376153003.8898,159869016.250357,2385373567.19669,2131984554.72143,1021487101.34177,922892958.90766,2678236341.32182,-99900
RUE,160797960.796766,16986726098.4944,985168682446.393,20181708874.2249,212267954.360338,1229736162.60114,1870121849.70064,3532013233.47606,1294892849.39713,7396222189.85663,-99900
RUS,111433966.784339,25434005492.03,1100434162026.94,4650493023.86576,195008173.64575,520335049.058328,1965465908.27801,805010049.438065,1636089760.12198,3017748928.76135,-99900
SAF,376326693.543105,6535672617.68653,417045748729.115,37313804383.8677,323790454.380478,1616433363.44517,2201744447.50266,3211754959.69705,3508021666.23538,4809389260.4536,-99900
SWE,21736287.3857758,904144380.437559,70318099678.4499,792727219.156123,24697231.0664698,247163812.062502,282548690.234995,36843089.2959804,87324002.9213077,407483944.213136,-99900
THA,75499092.6909776,7022739240.09236,435088643610.805,9383303820.20563,62129579.4193642,1220315903.90023,2005155977.04563,355293553.807917,2923399552.824,1375712305.71747,-99900
TUR,24687515.2675973,3704775813.83773,615168548930.481,3373595109.587,222209611.642779,1371582914.66592,1056409499.57244,45206284.6777936,1136519784.26189,523973556.190973,-99900
TWN,11882492.089012,561904315.00182,364140615511.032,2021447732.8777,18489472.965417,73087388.676613,533941240.906158,28354542.5963047,839166059.616061,382686142.597558,-99900
UKR,26524208.954955,14928310048.9521,354633725892.919,3320086606.9334,242836670.113446,1005308550.17412,672291871.492402,171221852.213189,637843988.708605,1910898425.95712,-99900
USA,246934084.357691,37903644264.9543,6171800538190.09,40737023506.8791,1392875933.76828,5143108714.82066,7937030460.01455,991151162.423782,2636856259.45491,12792163644.0517,-99900
VNM,45923527.0939466,5537793448.27481,274268265834.324,6723469668.44612,116411068.29087,416397596.184237,1235097062.19652,196579324.085701,389562179.798822,974265628.762996,-99900
WAF,392120262.313735,19439342575.9251,389903114128.252,58888541927.2664,557101117.72643,2210279105.98285,3205734608.42387,2780926150.06911,1484992072.93549,11220079932.581,-99900
