COUNTRY,BC,CH4,CO2,CO,N2O,NH3,NOX,OM,SO2,VOC,PM25
COR,88717679.27143,2306062305.08676,701754616155.201,3302799359.614,51221918.51309,135596903.655989,1751196057.29768,223381892.120226,1167757686.79945,3416932312.79112,-99900
EAF,941722140.698226,17864132907.4033,236414001487.022,116325287103.632,849713089.745892,3600673744.29957,4618567290.09591,7565550013.16198,1170090357.49026,15547480550.7635,-99900
EGY,41895998.3709989,2371767850.90624,282109996490.677,4058616920.64268,79660314.1706528,67317945.2634428,791725013.677667,74449104.3428744,754973622.648241,1102773992.04787,-99900
ESP,58323997.728765,2015114240.87354,302777917096.951,4005978941.88634,109500846.610662,948285259.775782,1224732602.82468,252174925.092321,1572221138.43744,763196851.52909,-99900
FIN,14258775.860107,329236351.359565,41052882822.1103,884914952.174178,7882850.87779902,24360689.8315234,936436138.176612,44735205.9601453,100363671.996982,114179057.885789,-99900
FRA,56692644.3914367,3961564912.51438,426272078515.942,5853065021.83975,220719813.530256,1092608389.63408,1466092998.65763,133105493.190357,570106250.203437,1799725562.61009,-99900
GBR,30397967.0088423,4215566401.12693,698982971741.913,2161460938.74178,237071236.737429,517038110.104769,1442800758.55108,46129327.6382668,1021937885.05809,1088132217.44464,-99900
GOLF,169754957.139005,13828931953.404,1993388604347.76,19651445064.1475,203943522.788068,992024320.252414,9180813153.10012,590273721.658403,8381607490.33274,10002906710.5771,-99900
GRC,9113916.69001035,285434101.792517,82409682461.5713,758661558.889174,32188984.7024824,236127737.609752,272326941.000068,31623172.4770977,785080992.252887,154324391.629616,-99900
HUN,11306107.011395,580195652.312259,89688157457.586,494970104.082664,68470860.5302263,155322452.7667,208446249.537229,38764952.9493251,177399407.619946,335332500.601669,-99900
IDN,234064266.473831,12286922337.1051,624978645187.404,53059054386.1825,516727112.328897,2773369010.28514,4089536440.45252,1202459150.70778,3491128073.66301,6618740621.30953,-99900
ITA,24232369.1810408,2168720918.65866,357879282591.608,2354157640.46983,75860843.6641688,577720414.149112,871475724.401872,68192596.8354357,309524844.671549,916577309.80618,-99900
JPN,85695767.21163,3703983717.92671,1251793399433.74,8498042600.22264,95429057.000682,378124402.04118,2093254350.06731,209150116.431572,1671352799.80985,2315348680.21691,-99900
KAZ,172122889.737756,2837969639.68312,76403936460.1996,3994586772.49463,10362740.2251757,111828696.126734,599159561.646128,835764687.381765,3009325610.79267,1169021239.96872,-99900
MEME,10847289.3128092,483079490.251557,131942175432.157,1230588733.22982,9051992.02530321,19387058.989841,597880819.918381,32049113.8235794,470028454.27586,247986050.876182,-99900
MEX,108589855.272799,6095372306.77678,519119830288.234,14175680491.4815,163494915.196716,1126097181.66629,2122973122.39911,657898066.246366,1545949376.21405,3263326291.67637,-99900
MON,6347761.31497077,721406458.735912,9090041362.00719,211955954.309793,5941044.58242471,3835493.91815576,71004794.530975,23343920.1147592,94321855.3260731,109963687.903993,-99900
MYS,35958929.2868572,3145525760.05975,360197734018.226,5431493254.65798,35595799.8429249,197006655.50802,1145288419.9327,216996424.41693,529111989.104293,1944556547.54855,-99900
NDE,793296094.082725,37469726969.1957,3301683547407.14,73998352146.289,1013218210.0396,6785559815.1788,15542248676.2717,3387809310.97625,17873802539.6155,13999813434.4064,-99900
NOA,78284381.9310141,4580934710.49586,301533404926.912,5260545214.54541,94281361.6176592,964604699.668143,1136971374.66521,242202617.489858,1222429494.49492,2427705043.81341,-99900
NOR,8593904.29608581,877042887.358458,56418195608.9288,1086879861.88839,15648149.3965694,93653349.1211805,196502464.291167,48533374.4048159,130910632.169834,812510523.379437,-99900
NZL,68383474.5766988,5938299715.13748,14730007577.9316,6203507041.40333,43291514.6288494,1140753629.8962,605282740.801781,366163176.391103,1011222395.654,957037533.817295,-99900
PAC,10961049.4910134,268353133.860778,81074939701.6295,2143439969.13218,12815008.1153746,133188801.58761,196871669.339213,103599584.896606,66435260.5677936,367539073.442543,-99900
PHL,24282133.8051332,2448407443.64111,159388600897.795,3137439795.127,87837186.9383606,259281805.147488,923873485.854131,149111874.234841,2442650652.20814,861131475.791811,-99900
POL,61326084.3819415,3784605936.41257,322590280768.624,4059872859.07966,174061455.431985,264375476.720839,905837600.469601,206893676.285126,750070393.075743,1056874525.48364,-99900
RCAM,68364971.401039,3421671765.78761,215300214264.397,12564014932.56,110560236.304647,563818685.314255,1506160933.78708,374902633.580278,1577541464.00702,2731064426.15912,-99900
RCEU,17235902.8876495,799107363.895911,117821403278.727,1415632518.86461,58097017.4029424,184466093.801405,262294967.893659,106300233.92583,470822165.601965,558859883.068818,-99900
RCZ,21275802.2956537,1257510540.81357,124914816363.265,1121559569.84839,36650914.3769444,286215837.243674,414864599.618463,74141310.4565858,203254187.612172,478363866.5834,-99900
RFA,47197171.1432613,3780518444.10921,653215716766.171,3229351045.97023,146528279.593716,983929547.630291,1614108622.2059,70559663.0750089,540449795.701246,1700279288.80554,-99900
RIS,60079997.1068366,6539886313.45807,145564039151.385,2434269364.50355,123396471.454557,762736991.425911,634447428.221675,202411224.361977,820892193.613742,939705950.812102,-99900
ROM,18289100.3312681,1097185036.28449,57683254960.6038,917397107.48847,54985052.9606686,521312138.188757,385853183.384142,72578089.9828127,220791257.48781,487729797.523558,-99900
RSA,94130453.7642202,3554001256.39672,506757591771.871,9323879111.88893,109954160.159997,413185783.52954,1846706315.25738,402205967.043422,2434876573.14284,1491942660.39922,-99900
RSAM,180613347.088975,9671847418.20159,381218489539.624,23272365382.2005,297857357.041924,1666684672.46095,1956319617.1829,1362757332.39817,952698102.347436,4113530369.922,-99900
RSAS,180120594.571065,16816662764.1388,389492660837.311,15495045804.2663,283892093.000524,1606565005.8047,1903858867.61797,784330653.385254,1834138984.57079,3563215016.27529,-99900
RSEA,156562072.906838,5915285164.0258,316275649326.322,23816454274.9374,118048871.156581,1760328650.14676,1943598843.83083,1210632665.42635,799085351.621593,2974970268.41193,-99900
RUE,221937521.776301,12848993975.2123,1030234697319.66,28339628759.9721,199959695.83061,1098394404.86189,3086959681.98174,4136864509.67018,2722676938.43337,7845261499.02855,-99900
RUS,153804055.146428,19238632649.8533,1150772934662.1,6530331334.60348,183700715.466889,464760754.315213,3244341547.12168,942866655.165588,3440086846.69548,3200962447.69588,-99900
SAF,379282741.967003,5063880759.76772,80895151702.4361,37828871595.2329,176703142.334076,1157921546.22833,1530958523.54854,3318928495.49686,1196529426.93349,4781275773.84703,-99900
SWE,26151466.8410777,865670336.185202,67240011690.3863,1154134551.66449,22452701.6775645,215968018.032219,352952221.519382,107219391.054651,101585048.068577,383769574.549648,-99900
THA,87806398.0937094,6362740335.55174,296085514658.149,12549759301.0928,73939812.7515661,871452961.749829,2008558700.43529,425415886.704117,2544226225.62164,1995611398.32751,-99900
TUR,41610742.3563878,3647415498.37601,396759218176.615,5455749107.18889,157048263.769594,1140901295.52567,1471380555.50631,89971269.734123,2038654075.62161,987436636.270436,-99900
TWN,22473901.549046,541272754.22514,314392946188.028,3225599014.9077,17413923.523071,66072312.244009,891628734.78134,57250253.70659,1464703601.31086,522468665.46814,-99900
UKR,46088329.225402,7443996313.16396,309033474114.1,5172316904.18611,213182221.868149,867509991.30432,922993723.694489,459367499.940327,1062999929.43187,1270682286.21682,-99900
USA,340891677.408753,28907613982.3012,5279438741493.18,59622489723.7408,1157760174.39273,4010494855.20357,10946621889.6248,1374960327.51378,4699683775.81406,12512881614.4171,-99900
VNM,108876262.561468,4617305355.01817,153920724347.381,13213789323.6438,125522978.809566,343544433.462825,2044936217.82011,377682781.847829,1118056830.59177,1262396564.28063,-99900
WAF,321738200.596085,11817102388.8243,57694339746.1615,51311963909.8322,345401022.163115,1361198482.1578,2016780593.10512,2446903018.57727,714226556.106697,6916811833.78735,-99900
