COUNTRY,BC,CH4,CO2,CO,N2O,NH3,NOX,OM,SO2,VOC,PM25
CHN,1662192115.82095,74957949063.7685,9602713892998.65,94479707848.4807,1835682743.88104,14194992084.7522,25053614851.0035,4467423555.91295,44692647499.1695,20255775353.5053,-99900
COR,115323098.84187,1589480559.52174,623157180336.74,3863194426.538,48550309.021151,130897191.429769,2126394185.47402,222252048.6755,1623481576.83123,3479339931.2034,-99900
EAF,968816552.258597,16532465114.4272,163831572040.421,121168040303.327,770534501.850107,3181045720.90581,4660661811.35423,8267751083.23302,1108896921.1722,14153497971.2775,-99900
EGY,42085557.9620724,2032847989.82137,215281712129.486,2116046058.07959,62889314.8061467,45288522.3995138,735351421.18186,75928054.2916486,689761797.545018,658751413.644894,-99900
ESP,59688077.4578283,1844245825.556,350361660907.084,3787922794.94371,113437995.809977,886965038.904893,1540991566.61142,216666592.211733,2258980870.35022,816401947.934199,-99900
FIN,10060180.1626713,311929980.945108,49858363157.3822,748159960.495548,8449229.37895973,22968180.3093261,1035630076.41917,37905025.8630413,118079333.430104,107062722.017445,-99900
FRA,78005625.6499233,3662270759.91446,471125960112.263,6281955260.69269,219376104.306013,1023384972.5147,1922178513.8887,171718738.056617,888168722.143315,2150745432.1448,-99900
GBR,44906412.3549941,3982858593.17359,617609589633.641,2937220604.66175,181349741.511242,488783168.504477,2189641086.47657,66644411.3243988,1625813596.16369,1399611575.4438,-99900
GOLF,164129741.416237,15345878043.4896,1659653746330.61,17844297941.7333,184627287.257335,881102949.850398,8558826920.90059,552526472.341758,8363070973.1643,9767259215.56375,-99900
GRC,9938452.48387031,258930540.027175,98525922450.6082,752484505.648858,32865274.5737572,220684111.918095,333506954.951402,30316789.9771008,874899771.612405,173956872.703172,-99900
HUN,14233489.4982911,499007352.096925,71466112278.0418,592324631.663658,53032282.8128148,141465460.067449,237390484.2003,49989015.3060638,249517595.189605,429479022.85854,-99900
IDN,322858565.247818,12417666040.3761,403976590562.92,72626522912.506,486189644.850597,2490362182.85448,3776439023.98779,2544163957.36238,2479774257.02703,7388078285.01243,-99900
ITA,37174778.5346268,2043437163.67653,332356154261.286,2961907597.82125,61939938.6168801,542124862.651644,1291866150.79957,76180501.9741374,618323598.428466,1161382198.81733,-99900
JPN,115024810.983555,1907808660.64829,1193616928067.94,10514266884.3273,94841217.328236,361866907.404316,2822728030.73468,256155586.811997,2512513704.487,2901557542.65289,-99900
KAZ,243440605.571233,2410835385.32071,107191684328.695,5138861508.61721,17224291.8306975,91860704.664006,587602295.57006,975034806.40762,2623831982.03037,1145496420.89701,-99900
MEME,10195642.1374823,420917095.883137,123072348187.468,1052817146.05414,8941490.20226392,17022699.0426389,538207598.557747,35603707.2580555,478024384.665758,198925220.739942,-99900
MEX,94194180.925415,5695034362.39148,488039395306.88,13518168567.6279,144781845.085795,1010025655.72756,2180026168.27366,533485881.77235,1725045827.66743,3071584860.62604,-99900
MON,19106568.7757082,576809158.552046,7770056559.15076,242564521.478753,7550374.4223199,3117186.81031189,58361599.5849028,76616186.3442315,85295415.6073199,96538146.097014,-99900
MYS,46485369.5496145,2955046162.48754,227254767689.88,7105451496.75358,33533564.9293907,188183886.609082,1281008407.66946,308706589.208698,459326124.886138,2345280947.97958,-99900
NDE,693068156.728465,32586653764.0602,1816742404839.3,71874384931.816,845375402.711607,5617650027.4925,8850796856.96882,3128276969.71418,9588387275.30272,13497947496.3686,-99900
NOA,72304462.7562106,4263596543.45122,246552932147.613,2548580218.6648,84065510.4101953,660589562.469622,1044282043.24715,228773120.508753,1092965078.48962,1581161495.20849,-99900
NOR,8850155.93985473,868712281.553483,56494256810.3537,1025223481.90894,14624653.1611254,91537711.3437764,266503823.147054,38989136.8716114,241334995.334631,811046597.956541,-99900
NZL,56225961.6728952,5363866224.80975,13788534627.5727,5763697618.3359,40360973.8647131,986322660.84802,678439908.539667,379830811.219138,1383667998.17823,975713685.718447,-99900
PAC,14404185.1722739,298058012.933157,46430289226.682,2743696461.21586,8636008.56189025,124616982.748483,220629537.842789,152345249.819826,55806322.2421455,456276428.687056,-99900
PHL,34171091.2709969,2458769837.03064,85154407641.471,4471149598.78141,74089226.8026321,221679150.303093,1043639214.6733,200021640.68834,2193312897.18101,856789455.039029,-99900
POL,79977949.7052468,3251508461.8055,298413143282.461,4809925386.13999,160312391.36947,235644780.402728,1013202181.39998,340886222.472627,998207907.140926,1288947707.76176,-99900
RCAM,73219946.0758711,3327248558.11506,196360413529.892,12205614506.6944,98695915.8287279,494679393.945237,1581832306.48593,400705493.592784,1608690680.10162,2615499902.51528,-99900
RCEU,15546361.3377904,678286916.972927,99194150481.2122,1423481801.70906,43513715.0167659,147230826.845009,214716601.009594,85826481.8323059,524715620.364395,640839348.943972,-99900
RCZ,31272628.8116228,1116062837.80558,142297850837.174,1487704664.08501,40407564.6187793,261167004.228696,493118231.449075,89369054.3279598,285736937.990453,616243127.656586,-99900
RFA,68730035.1095768,3522508305.15282,807235320471.98,3949036848.7843,158340719.203191,927674406.30747,2272321834.39736,98965007.0028805,905638847.211056,1938891082.86313,-99900
RIS,119565520.334596,5788990482.58886,138637502775.663,2941990203.61408,107090966.137841,664326525.241249,572960718.115866,420086326.092492,740217907.676036,859122316.234165,-99900
ROM,33261551.0254144,1000319111.03544,70603760794.6868,1235957698.78479,64217401.6922064,473768227.930122,432142872.074547,138803420.690325,281542293.019514,653063434.405649,-99900
RSA,87865138.5214234,3479752036.2933,500552451888.82,8530949670.03802,97454883.8955911,369009874.740794,1798620095.64303,377452027.436957,2461570885.0771,1486247824.13093,-99900
RSAM,213463110.044735,9690483465.46822,441192149190.637,29159973295.9767,272432754.317591,1526809749.43882,2483114394.91689,1632860895.73436,1460841542.62096,4686286815.29107,-99900
RSAS,144148469.996044,14551072611.603,236580030761.27,13425686366.8515,235828173.052336,1259744744.70361,1250955779.44092,700790059.237692,1226188548.54518,2984819430.6096,-99900
RSEA,193356050.278799,6001374338.71466,336535049334.747,28976581540.8052,118408998.267645,1544245033.15863,1992683168.97048,1677089461.38858,625275051.75069,3451072396.3035,-99900
RUE,223844878.877238,10421309761.2531,912722035100.634,18873226142.0691,167189638.878356,1030082040.19725,3226922722.9022,3742739773.5291,3060797078.82045,5959511136.83245,-99900
RUS,155125865.241397,15603692445.7945,1019511202249.51,4348977931.37969,153595234.044677,435855921.961681,3391440296.53852,853038460.209069,3867299723.52608,2431553283.21283,-99900
SAF,399859216.17894,4266089480.12299,45346477150.2837,37543793951.0393,163096875.44202,931316131.500772,1475849355.41413,3617779446.00518,958716011.085105,3719738429.2218,-99900
SWE,19858830.4512344,813714267.314921,82619889017.2186,1041848832.36449,24756654.4795415,202463762.380321,406978442.337711,89414004.1367525,120294293.261606,396930331.046273,-99900
THA,109141356.068634,6114224514.66722,234446389975.28,15635377457.6,88271007.770906,746004208.263938,2148796265.22855,571490398.000537,2253681427.51943,2162368072.16698,-99900
TUR,41883571.5438946,3427154925.86991,320834329218.888,5222090236.87211,145156401.870325,946549941.843937,1260824208.40782,102140360.320779,2060976251.86578,1402551231.73961,-99900
TWN,32600919.428113,447841051.82078,291195660789,3849672432.175,16504679.655067,64637933.34104,1209713945.58997,72763339.8910718,1646785829.01842,558173122.57542,-99900
UKR,59225785.011198,3735282964.23964,374078061134.302,5299551771.57819,189970063.892021,763851397.752563,1070805195.39613,513360362.882567,1251947864.4068,1027807650.31897,-99900
USA,399655367.914799,26953096023.3019,5553253392311,59355043679.5499,1086789064.78003,3665506675.68779,15029729450.8774,1189145063.42591,9899395553.2666,13509889266.8516,-99900
VNM,125854270.077591,4767258343.31882,99467594719.7638,16471811561.6026,116566322.472043,329253934.943977,1778452728.34582,560726023.899207,989398635.818805,1416993649.21562,-99900
WAF,312467450.105215,10419253993.2549,42046268802.5829,47373960340.1214,305003361.909444,1143111174.34638,1808119204.99438,2380511679.51868,672778637.333503,5898588227.28181,-99900
