COUNTRY,BC,CH4,CO2,CO,N2O,NH3,NOX,OM,SO2,VOC,PM25
ROM,8941096.52515636,831810355.213274,48231622757.1973,427426343.019214,46352884.4152201,585628695.591134,254999475.649067,21533867.9328234,86809386.2885417,283460410.181423,-99900
RSA,76270735.6052242,5185085255.71796,695472177196.081,8040067872.36359,147054435.100566,578333540.94994,1298826376.36248,388474220.29515,1325597090.33094,1612993710.70902,-99900
RSAM,160663704.427525,11108657530.3967,850286654859.471,19869363872.5823,476103904.338744,2192861071.53865,1997857707.53008,1254753371.95136,849022549.784402,3855608654.29037,-99900
RSAS,234801349.400205,21938693482.0296,1504234485674.45,12457357762.7249,546441365.786241,2486242749.41107,3063302604.03542,743259543.162553,3351313874.39614,3477138809.14647,-99900
RSEA,156813768.351132,6360863548.51793,281237883992.165,18808807048.794,161848149.640085,2420133530.93562,2102120608.96425,947782176.492646,876363065.657835,2438372904.85958,-99900
RUE,145807058.596858,17207765650.7121,965846938263.017,16982655490.4822,211878367.453471,1230450259.36177,1702849877.997,3312406948.7289,1140965080.83313,6795287246.68205,-99900
RUS,101045180.200639,25764965157.3866,1078851759187.52,3913331689.47204,194650264.551967,520637202.954646,1789665942.17068,754957783.363388,1441602898.86296,2772560137.17699,-99900
SAF,367137911.926891,6672884152.78125,680620275499.036,36150210087.6706,353621893.191011,1670713470.36236,2554669447.03583,3108893764.93732,4422366951.46275,4475518134.15643,-99900
SWE,21096818.3021814,934665269.119094,72610261673.1427,753644275.909193,25961407.9603566,250501580.800777,279586713.762419,26771513.4389124,83036533.1986507,460165404.315829,-99900
THA,69266382.309374,6823861536.91316,477262648801.024,8939675591.58302,60358263.6566916,1247680800.75658,1994469333.73163,321505484.092458,2739882514.82928,1360208018.75954,-99900
TUR,22728773.1383918,3707918883.40211,660195809234.88,3204727391.31584,232479184.008946,1385252331.47043,1003617922.76962,41356219.3244446,969269194.105578,467186538.146511,-99900
TWN,11081921.720227,560072215.2409,360203130027.834,1902654953.16438,18572684.286095,73691719.273803,498787192.929013,26620131.4439184,789122851.051986,361166659.641093,-99900
UKR,24098786.8874102,14144140753.2209,365254896424.989,2988311669.73861,247561015.292512,1012605272.35653,630263775.461744,131021008.530042,542995310.678118,1869060062.74384,-99900
USA,235510690.287136,40616884143.2205,6384400508305.11,38268256566.814,1442577172.16087,5331839002.71834,7753752666.85522,853463963.353954,2503856071.63426,13554756578.5482,-99900
VNM,39659517.0682902,6429455836.52018,313293699133.866,5886553895.29666,112859157.883974,418745850.192328,1086526807.39966,176376338.664642,290935975.72409,906229500.5419,-99900
WAF,408421143.75612,20895380212.6919,698173367083.079,62316805403.1969,611110073.538149,2395120995.05785,3887522793.47039,2806504954.26686,1832537528.10354,12631231232.1118,-99900
