COUNTRY,BC,CH4,CO2,CO,N2O,NH3,NOX,OM,SO2,VOC,PM25
MON,2980322.02025873,899651208.516567,14683494477.2362,197229358.637698,2803017.88598367,4407369.73945965,49922071.6858987,12214453.5075302,46317181.5190607,129573402.32596,-99900
MYS,32105375.6400202,3419633931.72841,638497643278.021,4202076784.24745,35693537.7737835,217437535.784381,1134236861.36775,180075808.481069,427093126.918358,1493326862.91438,-99900
NDE,816896049.969902,47043595982.4324,7326524471362.42,64603636847.2499,1388128973.03941,8926773036.10568,22050137597.2573,3176006770.37963,25930604037.6497,13132417138.7852,-99900
NOA,92653014.2832273,7093536637.28228,428219379154.226,10238245946.9818,115058863.006743,1671055743.70197,1269840158.8957,264959182.477998,1235285343.34716,4327252829.40998,-99900
NOR,5302293.82458264,586786256.454721,56297997074.9447,587042565.760656,14381624.8808428,105783152.574959,143920306.501451,21695880.5759939,87579571.3485386,497095869.087756,-99900
NZL,96708107.0225585,6519950210.98876,15618794631.4702,7402739970.63271,43363162.8859094,1557444323.28065,553541761.551574,656452552.902392,560622886.522104,900185756.271727,-99900
PAC,10838357.6403658,246941012.437013,307287614116.665,1662086227.8876,52912254.3513107,152962392.04241,213837290.310096,82686534.5212758,92291585.4433845,305450246.668581,-99900
PHL,19469050.161692,2572530796.40495,319051676373.211,1947494952.32033,104593683.588112,328577071.903913,708770106.153561,97523692.2299368,2198828134.0227,735857406.266204,-99900
POL,34647380.040994,3451839567.49936,427725255501.684,2625897741.65149,206979685.204244,287133069.542405,627119029.120863,100033019.869302,455612306.972073,718886582.201952,-99900
RCAM,56007508.0232455,3706461245.72042,322137095821.494,10118274724.0135,130370653.863292,664900315.608752,1300529340.66318,297782354.793418,1380492138.49519,2378387407.23529,-99900
RCEU,19605739.7536066,1008538589.21482,126304452387.696,1270260619.84413,69247041.4916719,221123590.942232,259708106.862279,141521831.03282,361526402.644789,513394067.178411,-99900
RCZ,14221100.4237723,1122658715.40791,115247940762.74,641921341.082171,32968475.88897,311406133.200152,304450375.31242,35731007.936059,115117591.202998,305049746.152078,-99900
RFA,25662216.8268041,3837070865.05865,643169746715.352,1645084330.5086,154316605.023474,1076868659.23713,986891366.076949,25282356.5292771,270332303.976492,1317215868.74922,-99900
RIS,31730987.3732841,7386974910.67902,250914705795.035,2338497987.51623,183626924.757735,892374179.790744,457180008.880779,124005532.547936,395979059.221624,1078615378.4678,-99900
ROM,11611939.8177762,979032279.120878,50583318995.8155,534215237.427502,47498111.7662091,568435012.681272,290000113.443265,32636966.0705987,137255589.927288,308925608.273419,-99900
RSA,85092663.1899351,4349588696.60483,630328387190.609,8430880339.2065,131305020.441091,509920732.27743,1491491866.48154,393701378.23072,1798396676.97534,1422216545.60286,-99900
RSAM,175043538.034514,10621439496.9358,605034299891.942,22013483978.8655,413587234.144133,2032718496.36633,2098911482.54403,1369360200.53904,1072987172.24303,4099144237.81544,-99900
RSAS,204247365.714813,19524648259.2517,850865040209.954,14211328450.2189,402035642.9804,2228066062.05659,2595275950.89991,756785125.090577,2621862527.49301,3665960634.7277,-99900
RSEA,165718890.687747,5993064259.40721,323188488276.908,20443531288.049,134848163.851731,2183891332.25206,2129600122.68956,1078755283.12303,939518981.538086,2669851699.47127,-99900
RUE,168567230.140498,16170599005.7236,1029754213198.07,21281009221.9548,202419823.068411,1177404880.45235,2060459933.19284,3617590862.32021,1490941681.45966,7691255676.18709,-99900
RUS,116818117.787861,24212028941.6713,1150236233535.56,4903805993.05543,185960806.590985,498192250.389563,2165507961.2655,824514747.374551,1883796345.86049,3138126192.24371,-99900
SAF,380278045.546497,6132019769.51579,241942236495.77,38754994644.3827,263795642.483307,1502806348.29559,1921176537.92363,3273600408.26357,2574416015.77804,5205702895.1102,-99900
SWE,21518862.3470973,855593649.598531,67489204049.6705,816905164.368657,23246752.381195,237998202.026394,280940007.893761,45542678.345951,81849534.2584649,355834548.005985,-99900
THA,78468110.6821722,6737946325.13703,337925883680.588,10216599839.0035,54196018.465501,1106803802.13543,2018112297.278,375770220.791074,2969789544.35717,1777863638.35666,-99900
TUR,26876120.3200894,3607302744.72142,554547295724.582,3583874956.83813,202832467.588025,1309092177.75706,1124592109.97771,48986127.8407513,1267100844.61013,599513730.510829,-99900
TWN,13524676.860161,553432647.35624,363168959360.972,2216901263.7492,18065743.594208,70066973.268564,596939951.170237,32365602.5364426,941489817.224051,413666713.940839,-99900
UKR,30495264.135091,14692787979.9752,347917318342.373,3758239371.4063,233566178.897034,953679019.962499,739155677.860745,232485079.025268,757556866.817666,1875836035.51792,-99900
USA,256764132.594748,33526206913.2065,5915958542653.07,42696839304.8896,1291445380.4035,4739946772.04561,8159037420.38016,1050723708.6491,2794658163.19415,11664818633.2445,-99900
VNM,59351007.1071422,4752325536.46327,253509050650.76,8381460384.52419,127608793.374391,391745379.007079,1511847941.25146,235372555.925182,585800733.666576,992844280.280079,-99900
WAF,365537351.87228,16936018144.8167,203356351692.877,56343603633.8157,468308454.091307,1920697681.83714,2750105610.26108,2677403995.75315,1178504850.01938,9763303453.34605,-99900
