PM,MED,95CL_L,95CL_H
370,2.178334028,1.422841993,2.420002866
371,2.178385127,1.423337536,2.420003075
372,2.178435526,1.423832218,2.420003274
373,2.178485234,1.424326042,2.420003466
374,2.178534259,1.424819012,2.420003648
375,2.178582613,1.425311131,2.420003823
376,2.178630303,1.425802404,2.420003991
377,2.178648283,1.426292833,2.420004151
378,2.178648283,1.426782423,2.420004305
379,2.178648283,1.427271176,2.420004451
380,2.178648283,1.427759096,2.420004592
381,2.178648283,1.428246187,2.420004726
382,2.178648283,1.428732451,2.420004855
383,2.178648283,1.429217893,2.420004978
384,2.178648283,1.429702516,2.420005096
385,2.178648283,1.430186323,2.420005208
386,2.178648283,1.430669317,2.420005316
387,2.178648283,1.431151501,2.420005419
388,2.178648283,1.43163288,2.420005518
389,2.178648283,1.432113456,2.420005612
390,2.178648283,1.432593232,2.420005702
391,2.178648283,1.433072211,2.420005789
392,2.178648283,1.433550398,2.420005871
393,2.178648283,1.434027795,2.42000595
394,2.178648283,1.434504404,2.420006026
395,2.178648283,1.43498023,2.420006098
396,2.178648283,1.435455275,2.420006167
397,2.178648283,1.435929543,2.420006233
398,2.178648283,1.436403037,2.420006296
399,2.178648283,1.436875758,2.420006357
400,2.178648283,1.437347712,2.420006415
401,2.178648283,1.4378189,2.42000647
402,2.178648283,1.438289326,2.420006523
403,2.178648283,1.438758992,2.420006573
404,2.178648284,1.439227902,2.420006622
405,2.178648284,1.439696058,2.420006668
406,2.178648284,1.440163463,2.420006712
407,2.178648284,1.440630121,2.420006754
408,2.178648284,1.441096034,2.420006794
409,2.178648284,1.441561205,2.420006833
410,2.178648284,1.442025637,2.42000687
411,2.178648284,1.442489333,2.420006905
412,2.178648284,1.442952295,2.420006939
413,2.178648284,1.443414526,2.420006971
414,2.178648284,1.44387603,2.420007002
415,2.178648284,1.444336808,2.420007031
416,2.178648284,1.444796864,2.420007059
417,2.178648284,1.4452562,2.420007086
418,2.178648284,1.445714819,2.420007112
419,2.178648284,1.446172723,2.420007136
420,2.178648284,1.446629916,2.42000716
421,2.178648284,1.4470864,2.420007182
422,2.178648284,1.447542177,2.420007204
423,2.178648284,1.447997251,2.420007224
424,2.178648284,1.448451624,2.420007244
425,2.178648284,1.448905298,2.420007262
426,2.178648284,1.449358276,2.42000728
427,2.178648284,1.449810561,2.420007297
428,2.178711576,1.450262154,2.420007313
429,2.178839224,1.45071306,2.420007329
430,2.178965865,1.451163279,2.420007344
431,2.179026787,1.451612815,2.420007358
432,2.179026845,1.452061671,2.420007371
433,2.1790269,1.452509848,2.420007384
434,2.179026954,1.452957349,2.420007397
435,2.179027006,1.453404176,2.420007409
436,2.179027056,1.453850333,2.42000742
437,2.179027105,1.454295821,2.420007431
438,2.179027152,1.454740642,2.420007441
439,2.179027197,1.4551848,2.420007451
440,2.17902724,1.455628296,2.42000746
441,2.179027282,1.456071133,2.420007469
442,2.179027323,1.456513314,2.420007478
443,2.179027362,1.456954839,2.420007486
444,2.1790274,1.457395713,2.420007494
445,2.179027436,1.457835937,2.420007501
446,2.179027472,1.458275513,2.420007508
447,2.179027506,1.458714444,2.420007515
448,2.179027538,1.459152732,2.420007521
449,2.17902757,1.459590379,2.420007528
450,2.179027601,1.460027388,2.420007533
451,2.17902763,1.460427147,2.420007539
452,2.179027659,1.46076541,2.420007545
453,2.179027686,1.461103133,2.42000755
454,2.179027713,1.461440317,2.420007555
455,2.179027738,1.461776965,2.420007559
456,2.179027763,1.462113079,2.420007564
457,2.179027787,1.46244866,2.420007568
458,2.17902781,1.46278371,2.420007572
459,2.17911308,1.463118232,2.420007576
460,2.179234474,1.463452227,2.42000758
461,2.179354944,1.463785698,2.420007583
462,2.179474498,1.464118646,2.420007587
463,2.179577633,1.464451073,2.42000759
464,2.179577652,1.464782981,2.420007593
465,2.17957767,1.465115147,2.420007596
466,2.179577687,1.465447034,2.420007599
467,2.179577704,1.465778406,2.420007601
468,2.17957772,1.466109266,2.420007604
469,2.179592454,1.466439615,2.420007606
470,2.179667779,1.466769455,2.420007609
471,2.17974253,1.467098788,2.420007611
472,2.17981671,1.467427616,2.420007613
473,2.179890325,1.46775594,2.420007615
474,2.179963379,1.468083762,2.420007617
475,2.180035877,1.468411085,2.420007619
476,2.180107822,1.468737909,2.42000762
477,2.18017922,1.469064237,2.420007622
478,2.180250076,1.469390071,2.420007624
479,2.180320392,1.469715411,2.420007625
480,2.180328299,1.470040261,2.420007627
481,2.180328299,1.470364621,2.420007628
482,2.180328299,1.470688493,2.420007629
483,2.180328299,1.47101188,2.42000763
484,2.180328299,1.471334782,2.420007632
485,2.180328299,1.471657202,2.420007633
486,2.180328299,1.471979141,2.420007634
487,2.180328299,1.472300601,2.420007635
488,2.180328299,1.472621583,2.420007636
489,2.180328299,1.47294209,2.420007637
490,2.180328299,1.473262122,2.420007638
491,2.180370965,1.473581681,2.420007639
492,2.18049022,1.47390077,2.420007639
493,2.180608707,1.474219389,2.42000764
494,2.180726429,1.474537541,2.420007641
495,2.180820518,1.474855227,2.420007642
496,2.180820566,1.475172448,2.420007642
497,2.180820612,1.475489206,2.420007643
498,2.180820657,1.475805502,2.420007644
499,2.1808207,1.476121339,2.420007644
500,2.180820742,1.476436718,2.420007645
600,2.181920275,1.508092639,2.420007656
700,2.182528475,1.534807723,2.42054598
800,2.184295273,1.566575583,2.420633373
900,2.185696019,1.58702727,2.421086077
1000,2.185748783,1.607751979,2.421270925
1100,2.185947529,1.628431633,2.421346824
1200,2.186036683,1.64772496,2.421378143
1300,2.186056892,1.665858823,2.421391124
1400,2.186409616,1.683677093,2.421396526
1500,2.186490859,1.703228401,2.421398783
1600,2.186591782,1.721372747,2.421441039
1700,2.186821789,1.73227699,2.421491898
1800,2.187050641,1.742657909,2.4215226
1900,2.1872436,1.755119308,2.421541216
2000,2.1872436,1.767501953,2.421552551
2100,2.1872436,1.770565472,2.42155948
2200,2.1872436,1.777691488,2.42156373
2300,2.1872436,1.787139258,2.421566347
2400,2.187778306,1.796354267,2.421567963
2500,2.188380198,1.803689551,2.421568965
2600,2.188812369,1.808112119,2.421569587
2700,2.188812369,1.810634317,2.421569974
2800,2.189035632,1.816038844,2.421570217
2900,2.189181514,1.819795601,2.421570368
3000,2.190201944,1.823448386,2.421570464
3100,2.190201944,1.831237548,2.421570524
3200,2.190501442,1.835514129,2.421570561
3300,2.191048727,1.837970689,2.421570585
3400,2.191469308,1.840852901,2.421570601
3500,2.192711353,1.840861142,2.42157061
3600,2.192835957,1.841060624,2.421570616
3700,2.193781365,1.841060624,2.42157062
3800,2.194158261,1.844519883,2.421570623
3900,2.194809365,1.849891601,2.421570624
4000,2.196562475,1.85359455,2.421570625
4100,2.197282873,1.854119652,2.421570626
4200,2.198714898,1.855798318,2.421570626
4300,2.199721803,1.855798318,2.421570627
4400,2.200213246,1.857274158,2.421581199
4500,2.200574135,1.85774119,2.423281222
4600,2.200574135,1.85774119,2.423281222
4700,2.200574135,1.85774119,2.423281222
4800,2.201758604,1.85774119,2.423281222
4900,2.204552531,1.85774119,2.423281222
5000,2.206772233,1.85774119,2.423281222
6000,2.214145008,1.859176441,2.423281222
7000,2.2241976,1.859176441,2.429965853
8000,2.230518472,1.859176441,2.434909275
9000,2.23386013,1.859176441,2.445909644
10000,2.238608158,1.859176441,2.46197061
11000,2.24218145,1.859176441,2.469416835
12000,2.244299802,1.859176441,2.473292414
13000,2.247123772,1.859176441,2.48145485
14000,2.251437897,1.859176441,2.491290877
15000,2.255223319,1.859176441,2.508994182
16000,2.256162595,1.859176441,2.514969629
17000,2.257331819,1.859176441,2.523183899
18000,2.258172575,1.859176441,2.529216988
19000,2.258593285,1.859176441,2.540961697
20000,2.259482445,1.859176441,2.548833324
21000,2.259889613,1.859176441,2.555959478
22000,2.26073586,1.859176441,2.563982867
23000,2.261105848,1.859176441,2.569441315
24000,2.261105848,1.859176441,2.574225146
25000,2.261240519,1.859176441,2.579817396
26000,2.261240519,1.859176441,2.586736714
27000,2.261305805,1.859176441,2.594837945
28000,2.261305805,1.859176441,2.594837945
29000,2.261468146,1.859176441,2.597060618
30000,2.261888843,1.859176441,2.605574901
31000,2.261888843,1.859176441,2.616151105
32000,2.261920495,1.859176441,2.621910671
33000,2.262596632,1.859176441,2.632515939
34000,2.262596632,1.859176441,2.644975172
35000,2.262914964,1.859176441,2.652080639
36000,2.26327231,1.859176441,2.656771243
37000,2.26327231,1.859176441,2.661884407
38000,2.26327231,1.859176441,2.66550868
39000,2.26327231,1.859176441,2.669486374
40000,2.26327231,1.859176441,2.67545636
41000,2.26327231,1.859176441,2.677288872
42000,2.26327231,1.859176441,2.682458744
43000,2.263601563,1.859176441,2.687455265
44000,2.263601563,1.859176441,2.692535113
45000,2.263601563,1.859176441,2.697036801
46000,2.263601563,1.859176441,2.701658469
47000,2.263601563,1.859176441,2.706141974
48000,2.263601563,1.859176441,2.710493635
49000,2.263601563,1.859176441,2.714719372
50000,2.263601563,1.859176441,2.718824739
