PM,IHD,IHD,IHD,STROKE,STROKE,STROKE,COPD,COPD,COPD,ALRI,ALRI,ALRI,LC,LC,LC,,,,,,,,,
139,1.444508476,1.338353303,2.127864779,2.130097267,1.272199128,2.392749377,1.46496626,1.228474083,1.73248805,2.288319071,1.658229536,3.109571632,1.700069022,1.238250223,2.022928526,,,,,,,,,
140,1.445412378,1.339227224,2.128520766,2.130139114,1.273053813,2.394521765,1.467278748,1.229987315,1.735871569,2.294419253,1.661380444,3.120581904,1.704020862,1.240045208,2.028028385,,,,,,,,,
141,1.446311032,1.340096562,2.129153309,2.130454678,1.273907399,2.396244212,1.469585318,1.231499104,1.739244764,2.299712472,1.664085608,3.131476078,1.707916462,1.241840204,2.033115394,,,,,,,,,
142,1.447204505,1.340961372,2.129763214,2.130692653,1.274756986,2.397917997,1.471886028,1.233009461,1.742607737,2.306028247,1.666350333,3.142254685,1.711764979,1.243635212,2.038189677,,,,,,,,,
143,1.448187864,1.34182171,2.130351258,2.13091819,1.275602619,2.399528331,1.474264661,1.234518396,1.745960588,2.31084113,1.668598555,3.150999122,1.715605962,1.24543023,2.04325136,,,,,,,,,
144,1.449230816,1.342677628,2.130918196,2.131856391,1.276508023,2.399717132,1.476702403,1.23602592,1.749299494,2.31658987,1.671879924,3.158821199,1.71943948,1.247225259,2.048300563,,,,,,,,,
145,1.450257752,1.343529181,2.132467303,2.132052901,1.277539032,2.399759271,1.479134746,1.237532043,1.75262541,2.323278566,1.675325657,3.166457409,1.7232656,1.249020297,2.053337406,,,,,,,,,
146,1.451167823,1.344376419,2.134549574,2.132269907,1.278566027,2.399795365,1.481450464,1.239036774,1.755941485,2.33005667,1.678761928,3.173818096,1.72708439,1.250815344,2.058362007,,,,,,,,,
147,1.452072727,1.345219394,2.136597277,2.132501321,1.279589048,2.399817031,1.483721278,1.240540122,1.759247814,2.336816093,1.682188806,3.182723773,1.730895915,1.252610399,2.06337448,,,,,,,,,
148,1.452972528,1.346058154,2.138596631,2.133822373,1.280608136,2.399836947,1.485939631,1.242042099,1.762544488,2.343768213,1.685606358,3.190208143,1.734700238,1.254405462,2.068374941,,,,,,,,,
149,1.453867286,1.34689275,2.140561156,2.134218067,1.281623329,2.400840938,1.488152404,1.243542712,1.765831597,2.351131378,1.689014651,3.195457806,1.738497424,1.256200533,2.073363499,,,,,,,,,
150,1.454757064,1.347723228,2.142492932,2.134469405,1.282634666,2.402154307,1.490459513,1.245041972,1.769109229,2.358450155,1.691986942,3.201637627,1.742287534,1.25799561,2.078340267,,,,,,,,,
151,1.455686013,1.348549637,2.144392501,2.135383107,1.283642185,2.402154764,1.492819787,1.246539887,1.772501472,2.365441048,1.695300229,3.207265979,1.746070631,1.259790694,2.08330535,,,,,,,,,
152,1.456571277,1.349364781,2.146260398,2.136378573,1.284646036,2.402155164,1.495091523,1.248036466,1.777820477,2.371809791,1.69840576,3.214654747,1.749846774,1.261585783,2.088258857,,,,,,,,,
153,1.457425955,1.350156615,2.148097149,2.136745955,1.28564765,2.402155513,1.497342551,1.249531719,1.781169222,2.37797267,1.701428283,3.220975566,1.753616023,1.263380878,2.093200892,,,,,,,,,
154,1.458276062,1.35094467,2.149668703,2.137837151,1.286645556,2.402155818,1.499588362,1.251025654,1.784304946,2.382977243,1.704441495,3.227145706,1.757378436,1.265175977,2.098131558,,,,,,,,,
155,1.459133292,1.35172899,2.151732559,2.138315842,1.28763979,2.402156085,1.501829003,1.25251828,1.787416388,2.387560105,1.70744547,3.233167642,1.761134072,1.266971081,2.103050956,,,,,,,,,
156,1.460017041,1.352509616,2.153520877,2.139414435,1.288630388,2.402156317,1.504064518,1.254009605,1.790518831,2.392620831,1.710391761,3.23904385,1.764882987,1.268766188,2.107959187,,,,,,,,,
157,1.46108282,1.35328681,2.155279753,2.139620322,1.289617384,2.402228262,1.506318826,1.255499637,1.793612359,2.397692451,1.713478489,3.244776801,1.768625237,1.270561298,2.112856348,,,,,,,,,
158,1.462227368,1.354040027,2.156996811,2.13979301,1.29060081,2.402501706,1.508555789,1.256988386,1.796697052,2.403309554,1.716755662,3.250368967,1.772405785,1.272356412,2.117742537,,,,,,,,,
159,1.463208291,1.354765213,2.158671534,2.140237425,1.291580702,2.403452919,1.510729088,1.258475859,1.79977299,2.40913892,1.719924285,3.255822814,1.776203027,1.274151527,2.12261785,,,,,,,,,
160,1.464054869,1.355486921,2.160318406,2.140585291,1.292557091,2.404093682,1.512897365,1.259962063,1.802840251,2.415079063,1.723085347,3.261215624,1.779993929,1.275946644,2.127482379,,,,,,,,,
161,1.464897201,1.35620519,2.161673295,2.141371139,1.29353001,2.404685116,1.515190363,1.261448738,1.805898913,2.421551008,1.726238909,3.268847045,1.783778542,1.277741763,2.132336218,,,,,,,,,
162,1.465712635,1.356920055,2.162753152,2.14192539,1.294499491,2.405258888,1.517444055,1.262935749,1.808949052,2.427435462,1.72938503,3.276390775,1.787556916,1.279536882,2.137179457,,,,,,,,,
163,1.466558376,1.357631555,2.163080944,2.14282423,1.295465564,2.405815512,1.51965417,1.264421529,1.811990741,2.432811413,1.732523766,3.283847541,1.7913291,1.281332002,2.142012187,,,,,,,,,
164,1.467399897,1.358340248,2.16310997,2.144325191,1.296428261,2.406355484,1.521806455,1.265906086,1.815539695,2.437632796,1.735655176,3.291218072,1.795095141,1.283127122,2.146834496,,,,,,,,,
165,1.468237244,1.359047842,2.163138213,2.145424245,1.297387612,2.406879289,1.523875427,1.267389426,1.819567016,2.443238052,1.738779315,3.298503096,1.798855088,1.284922242,2.15164647,,,,,,,,,
166,1.469045837,1.359752168,2.163165705,2.147049873,1.298343647,2.407370738,1.525880949,1.268871557,1.823587757,2.448549039,1.741896239,3.305703341,1.802608987,1.286717361,2.156448197,,,,,,,,,
167,1.469834855,1.360453261,2.163192479,2.147523256,1.299296394,2.407846203,1.527886249,1.270352486,1.827601958,2.454240279,1.745006003,3.312819534,1.806356885,1.288512478,2.16123976,,,,,,,,,
168,1.470619961,1.361151155,2.163218565,2.147523258,1.300245884,2.408307389,1.529972505,1.271832221,1.831609659,2.459894526,1.747561588,3.319852403,1.810079055,1.290307593,2.16601712,,,,,,,,,
169,1.471401198,1.361845882,2.16324399,2.147523259,1.301192145,2.408754715,1.532086825,1.273310768,1.8356109,2.465522844,1.749653051,3.326802673,1.813722003,1.292102707,2.170780661,,,,,,,,,
170,1.472178606,1.362537476,2.164196523,2.147691646,1.302135205,2.40888805,1.534317201,1.274788134,1.839605721,2.4710928,1.751735588,3.333671069,1.817358859,1.293897818,2.175534275,,,,,,,,,
171,1.473057398,1.363225969,2.16547516,2.148461475,1.303075091,2.408933615,1.536585539,1.276264326,1.843594161,2.476637207,1.754218513,3.340458316,1.820989671,1.295692925,2.180278042,,,,,,,,,
172,1.473933648,1.363911392,2.166732816,2.148578052,1.304011831,2.40904467,1.538709105,1.277739351,1.84687314,2.48214538,1.757050033,3.347165135,1.824614485,1.29748803,2.185012042,,,,,,,,,
173,1.474765481,1.364593776,2.167969837,2.149043898,1.304945451,2.409423707,1.540828129,1.279213216,1.850130506,2.487473221,1.759873447,3.354066434,1.828233346,1.299283131,2.189736353,,,,,,,,,
174,1.47553324,1.365273153,2.169186567,2.149056255,1.305711421,2.409788816,1.543132012,1.280685927,1.853380314,2.491532009,1.762688814,3.361412069,1.831846299,1.301078227,2.19445105,,,,,,,,,
175,1.476297382,1.365949552,2.169927579,2.149811177,1.306324974,2.410016957,1.54534038,1.282157491,1.856622623,2.496412363,1.76549619,3.368659529,1.835453387,1.302873319,2.199156211,,,,,,,,,
176,1.477116906,1.366623003,2.169974113,2.150035493,1.306935986,2.410035762,1.547458487,1.283586697,1.85985749,2.500701357,1.768307236,3.375809652,1.839034277,1.304668406,2.203851909,,,,,,,,,
177,1.477889107,1.367293536,2.170019151,2.150038305,1.307544481,2.410053514,1.549496068,1.284921905,1.863084971,2.504908792,1.771132087,3.383944406,1.84273613,1.306463488,2.208538218,,,,,,,,,
178,1.478653302,1.367961178,2.170062762,2.150245259,1.308150483,2.410070276,1.551541641,1.286255526,1.866305121,2.509292587,1.773949177,3.393891856,1.846443746,1.308258564,2.213215211,,,,,,,,,
179,1.479409295,1.368674959,2.170105008,2.151106939,1.308754017,2.410086107,1.553735527,1.287587571,1.86951778,2.514388448,1.776758559,3.403767054,1.850145991,1.310053634,2.217882959,,,,,,,,,
180,1.480151015,1.369450897,2.170126777,2.151682287,1.309357736,2.410101062,1.555770214,1.288918049,1.872698667,2.519726566,1.779311337,3.413570208,1.853742935,1.311848697,2.222541533,,,,,,,,,
181,1.480889419,1.370223724,2.170139592,2.152234969,1.309960802,2.410115191,1.557790099,1.290246972,1.875872349,2.52413537,1.781581971,3.421373165,1.857281647,1.313643754,2.227191003,,,,,,,,,
182,1.481624539,1.370993468,2.170151622,2.152404128,1.310561462,2.410128544,1.559964637,1.29157435,1.879038879,2.52922494,1.784301,3.427342273,1.86081473,1.315438803,2.231831438,,,,,,,,,
183,1.482462203,1.371760158,2.170162914,2.15255748,1.311159738,2.410209072,1.562106113,1.292900193,1.882198309,2.534430096,1.787572668,3.433237846,1.864342227,1.317233845,2.236462905,,,,,,,,,
184,1.483307349,1.372523823,2.170173513,2.153116309,1.311755654,2.410556551,1.564140692,1.294216326,1.885350691,2.538339715,1.79062534,3.439060599,1.867864176,1.319028879,2.241085472,,,,,,,,,
185,1.484212249,1.373284488,2.170183459,2.153887402,1.31234923,2.411837711,1.566171123,1.295525842,1.888496077,2.542297241,1.793362197,3.444811243,1.871424738,1.320823905,2.245699204,,,,,,,,,
186,1.485023462,1.374042182,2.170192792,2.154388839,1.312940488,2.413327116,1.568197436,1.296833811,1.891634517,2.545652032,1.796091528,3.450490488,1.875029908,1.322618923,2.250304168,,,,,,,,,
187,1.485738806,1.374796931,2.170201548,2.154396363,1.31352945,2.413567088,1.570249478,1.298140243,1.894766061,2.548958889,1.798813383,3.458925606,1.878555256,1.324413931,2.254900427,,,,,,,,,
188,1.486450985,1.375548762,2.170209763,2.154579148,1.314116137,2.413781641,1.572302755,1.299503817,1.897890759,2.552267129,1.801527812,3.469356462,1.88204216,1.32620893,2.259488044,,,,,,,,,
189,1.487188434,1.376297701,2.170728636,2.154931463,1.314731829,2.413988051,1.574323961,1.300815783,1.901008659,2.55705197,1.804235105,3.479736196,1.885523672,1.32800392,2.264067084,,,,,,,,,
190,1.487958239,1.377043773,2.172379909,2.154931471,1.315655612,2.414128313,1.576341153,1.302126266,1.904119809,2.561829019,1.806960305,3.490041141,1.888999831,1.3297989,2.268637608,,,,,,,,,
191,1.488772817,1.377787003,2.174011261,2.154931478,1.31657665,2.41414481,1.578354361,1.303435275,1.907224257,2.56614045,1.809678338,3.500137705,1.892472148,1.331593869,2.273199677,,,,,,,,,
192,1.489583893,1.378517432,2.175622935,2.155235,1.317494964,2.4141604,1.580400549,1.304742819,1.91032205,2.567529151,1.812178476,3.51018351,1.895971081,1.333388828,2.277753351,,,,,,,,,
193,1.490391498,1.379185596,2.175847106,2.155265408,1.318410574,2.414175135,1.582582595,1.306048907,1.913413233,2.570659524,1.814362245,3.513281981,1.89949604,1.335183776,2.28229869,,,,,,,,,
194,1.491170589,1.379851229,2.175904446,2.155515313,1.319323499,2.414667979,1.584800279,1.307353548,1.916497854,2.575270175,1.816539444,3.51518121,1.903015941,1.336978713,2.286835754,,,,,,,,,
195,1.491823581,1.380514352,2.175960369,2.156110868,1.320233758,2.415106014,1.587053499,1.308656752,1.919575956,2.580287647,1.818710123,3.517021454,1.906530818,1.338773639,2.2913646,,,,,,,,,
196,1.492473809,1.381174987,2.175986518,2.156137518,1.321141371,2.415281749,1.589303225,1.309958526,1.922647585,2.583339236,1.820990026,3.5187038,1.910040705,1.340568553,2.295885286,,,,,,,,,
197,1.493254417,1.381833158,2.176005466,2.156163017,1.322046357,2.415434817,1.591448277,1.31125888,1.925712785,2.585867407,1.824063802,3.520247623,1.913513385,1.342363454,2.300397868,,,,,,,,,
198,1.49405726,1.382488884,2.176023492,2.156256156,1.32294926,2.415581976,1.593479598,1.312557823,1.928771599,2.590407256,1.827130286,3.521736954,1.91695822,1.344158343,2.304902403,,,,,,,,,
199,1.494856801,1.383142188,2.176040643,2.156590763,1.323853643,2.415723443,1.595507189,1.313855362,1.93182407,2.592892968,1.830189509,3.523173439,1.920401238,1.34595322,2.309398947,,,,,,,,,
200,1.495653071,1.38379309,2.176350391,2.156766749,1.324755446,2.41585943,1.597531075,1.315153276,1.934870241,2.59425539,1.833241505,3.524558685,1.923849737,1.347748084,2.31378451,,,,,,,,,
201,1.496459991,1.384441611,2.177125575,2.157640687,1.325462427,2.415990137,1.599659965,1.316451521,1.937910154,2.597899884,1.836286305,3.526434742,1.927361911,1.349542934,2.318104041,,,,,,,,,
202,1.497279279,1.385087771,2.17788981,2.15798286,1.32614342,2.41611576,1.601759728,1.317834082,1.940943851,2.602283814,1.838969047,3.531138335,1.93093015,1.351337771,2.322415564,,,,,,,,,
203,1.497990174,1.38573159,2.17864326,2.158265637,1.326822163,2.416236489,1.603897898,1.319249246,1.943971371,2.605633601,1.841580537,3.535929021,1.934493812,1.353132593,2.326719134,,,,,,,,,
204,1.498688739,1.386373089,2.179386088,2.158717029,1.327498672,2.416352505,1.606030352,1.320663412,1.946992757,2.608253994,1.84418544,3.540646274,1.938052923,1.354927402,2.331014807,,,,,,,,,
205,1.499384514,1.387012286,2.180118454,2.158717029,1.328172967,2.416463983,1.608187934,1.322076586,1.950008048,2.612363896,1.846783798,3.545290953,1.941607514,1.356722197,2.335302635,,,,,,,,,
206,1.500077523,1.387649202,2.180840516,2.159051668,1.328845064,2.416571094,1.610453584,1.323488771,1.952900133,2.616070225,1.84937565,3.549863914,1.945157612,1.358516976,2.339582672,,,,,,,,,
207,1.500653961,1.388283854,2.181552429,2.159051668,1.329514981,2.416674001,1.612716038,1.324899972,1.955683071,2.620048768,1.851961034,3.554366007,1.948670843,1.360311741,2.343854971,,,,,,,,,
208,1.501305709,1.388916262,2.182254344,2.159440785,1.330183645,2.416772861,1.614796209,1.326310195,1.958459853,2.622392286,1.854539989,3.55879808,1.952199292,1.36210649,2.348119585,,,,,,,,,
209,1.502043228,1.389512522,2.182912228,2.159775521,1.330850164,2.416867827,1.616818954,1.327719445,1.961405188,2.624904214,1.857112554,3.563160977,1.955723309,1.363901224,2.352376565,,,,,,,,,
210,1.502777854,1.39009175,2.183052461,2.160019907,1.33151455,2.416959045,1.618838253,1.329127724,1.964565639,2.628651264,1.859678765,3.567455534,1.959242921,1.365695942,2.356625961,,,,,,,,,
211,1.50351067,1.390668905,2.183953634,2.160261195,1.332176819,2.417046658,1.620861717,1.330535039,1.967720453,2.631161701,1.86223866,3.572273747,1.962758156,1.367490644,2.360867824,,,,,,,,,
212,1.504296437,1.391244228,2.185010568,2.160266381,1.332836988,2.4171308,1.622967046,1.331941394,1.970869667,2.634176915,1.864792277,3.577310144,1.966269039,1.36928533,2.365102205,,,,,,,,,
213,1.504982447,1.391818483,2.185690405,2.160271284,1.333495072,2.417211605,1.625069076,1.333346794,1.973960755,2.638560666,1.867339652,3.5822802,1.969775597,1.371079999,2.369329151,,,,,,,,,
214,1.505758925,1.392390715,2.186360855,2.160356713,1.334151087,2.417289199,1.627167827,1.334751242,1.976933111,2.642912043,1.86988082,3.584846989,1.973277855,1.372874652,2.373548713,,,,,,,,,
215,1.506559055,1.392960939,2.187022054,2.160462358,1.334805048,2.417363704,1.629263318,1.336154743,1.979899758,2.647208167,1.872415818,3.588077102,1.976775839,1.374669287,2.377760937,,,,,,,,,
216,1.507356202,1.393529173,2.187674139,2.160565143,1.335456971,2.417435237,1.631355569,1.337557302,1.982860731,2.650406734,1.874944681,3.592061843,1.980269575,1.376463905,2.381962739,,,,,,,,,
217,1.508150389,1.394095433,2.188317242,2.16069326,1.336106872,2.417503914,1.633327811,1.338958923,1.985816066,2.652818694,1.877245779,3.595983522,1.983759086,1.378258506,2.386156807,,,,,,,,,
218,1.50894164,1.394659734,2.188951496,2.161192652,1.336754765,2.417569842,1.63528708,1.340359611,1.988765796,2.656689415,1.879403553,3.599842926,1.987227733,1.380053088,2.390343676,,,,,,,,,
219,1.50971465,1.395222092,2.189570525,2.1612873,1.337400665,2.417633128,1.637326194,1.341759368,1.991709956,2.660921939,1.881551457,3.603640834,1.990658306,1.381847653,2.394523391,,,,,,,,,
220,1.510474191,1.395782522,2.190161149,2.161385793,1.338044587,2.417693874,1.639476125,1.343158201,1.994648579,2.665788353,1.883689548,3.607378025,1.994098695,1.383642199,2.398695998,,,,,,,,,
221,1.511158115,1.39634104,2.190743612,2.161511539,1.338686544,2.417752176,1.641582346,1.344556113,1.9975817,2.669764072,1.88581788,3.611055269,1.997568069,1.385436727,2.402861543,,,,,,,,,
222,1.511796182,1.396897662,2.191318036,2.161702824,1.339326553,2.417792293,1.643590243,1.345953107,2.00050935,2.673589687,1.887936509,3.614673332,2.001033328,1.387231236,2.407020068,,,,,,,,,
223,1.512356365,1.397452401,2.191884536,2.161889065,1.339964626,2.417823982,1.645642686,1.347349189,2.003431563,2.677533258,1.89004549,3.618232975,2.004494495,1.389025726,2.41117162,,,,,,,,,
224,1.512914478,1.398005272,2.19244323,2.162070389,1.340600777,2.417861892,1.647720935,1.348744362,2.00634837,2.680215926,1.892144877,3.621716444,2.007951594,1.390820197,2.415316241,,,,,,,,,
225,1.513470539,1.398551148,2.192582431,2.162845207,1.341235021,2.417941565,1.649796199,1.35013863,2.009259805,2.682193786,1.894234724,3.625073198,2.011404647,1.392614648,2.419453974,,,,,,,,,
226,1.514078763,1.399084115,2.192596507,2.16323732,1.341867371,2.418012966,1.651868493,1.351531997,2.012165897,2.685673517,1.896315084,3.628374552,2.014853678,1.394409079,2.423584862,,,,,,,,,
227,1.514736526,1.399615294,2.192610381,2.163685583,1.342497841,2.418059683,1.653937835,1.352924467,2.01506668,2.687099973,1.898386009,3.632104093,2.018329737,1.396203491,2.427708947,,,,,,,,,
228,1.515391927,1.400144697,2.192618412,2.164239311,1.343126443,2.418104507,1.656004241,1.354316044,2.017962183,2.688937676,1.900447554,3.635854214,2.021763028,1.397997882,2.431826271,,,,,,,,,
229,1.516044984,1.40067234,2.192622812,2.165287983,1.343753192,2.418147513,1.658020761,1.355706733,2.020852437,2.692740636,1.902499769,3.638112154,2.025192332,1.399792253,2.435936875,,,,,,,,,
230,1.516695716,1.401198234,2.192627106,2.165902745,1.3443781,2.41818877,1.659973279,1.357096536,2.023737474,2.695721923,1.904542707,3.641316087,2.028617672,1.401586604,2.4400408,,,,,,,,,
231,1.51734414,1.401722394,2.192631297,2.166020516,1.345001179,2.418228348,1.661922739,1.358485457,2.026617321,2.699450786,1.90657642,3.644467489,2.03196359,1.403380934,2.444138087,,,,,,,,,
232,1.517990275,1.402244832,2.192910705,2.166023031,1.345622444,2.418266313,1.663869159,1.359873501,2.029492011,2.702148468,1.908600957,3.647567065,2.035333853,1.405175242,2.448228776,,,,,,,,,
233,1.518634138,1.402765562,2.193589309,2.166231428,1.346241906,2.418302727,1.665812556,1.36126067,2.032361571,2.704494752,1.91061637,3.650615516,2.038725978,1.406969529,2.452312905,,,,,,,,,
234,1.519275746,1.403284596,2.194258766,2.166254635,1.346859577,2.418337652,1.667752947,1.362646969,2.035226031,2.706535669,1.91262271,3.653613536,2.042176041,1.408763795,2.456390514,,,,,,,,,
235,1.519915116,1.403801948,2.194919202,2.166807105,1.347475471,2.418371147,1.669712193,1.364032402,2.038085419,2.709557001,1.914620026,3.656561813,2.045658104,1.410558039,2.460461643,,,,,,,,,
236,1.520529888,1.404317629,2.195570742,2.167276793,1.348089599,2.418403268,1.671735922,1.365416972,2.040939765,2.712901836,1.916608367,3.65946103,2.049151565,1.412352262,2.464526329,,,,,,,,,
237,1.521133954,1.404831652,2.195849135,2.167318989,1.348701973,2.418655791,1.673756796,1.366800682,2.043789097,2.716111431,1.918587783,3.662311863,2.052548502,1.414146462,2.468584611,,,,,,,,,
238,1.521735911,1.40534403,2.196001363,2.167499447,1.349312605,2.418755336,1.67577483,1.368183536,2.046633442,2.718374048,1.920558323,3.665114982,2.055891573,1.41594064,2.472636525,,,,,,,,,
239,1.522335774,1.405854774,2.196630175,2.167501058,1.349921508,2.41881218,1.677779077,1.369565538,2.049472828,2.72061342,1.922520035,3.667841515,2.059230797,1.417734795,2.47668211,,,,,,,,,
240,1.52293356,1.406363896,2.197392902,2.167502586,1.350528692,2.418856915,1.679707546,1.370946691,2.052307283,2.721751864,1.924472967,3.670519001,2.062566194,1.419528928,2.480721401,,,,,,,,,
241,1.523529284,1.406871409,2.198147177,2.167504034,1.351134169,2.418899998,1.681633149,1.372326998,2.055136834,2.723486496,1.926417168,3.673150789,2.065897785,1.421323038,2.484754436,,,,,,,,,
242,1.52412296,1.407377324,2.1988931,2.167505407,1.351737951,2.418941475,1.683764769,1.373706464,2.057961507,2.726628976,1.928352684,3.675737529,2.069155924,1.423117124,2.488781251,,,,,,,,,
243,1.524751882,1.407881652,2.19963077,2.167508591,1.352340048,2.418981402,1.685631976,1.375085091,2.060781329,2.72976427,1.930279562,3.678279866,2.072405582,1.424911188,2.492801881,,,,,,,,,
244,1.525431961,1.408384688,2.200360284,2.167512099,1.352940473,2.419019836,1.687496327,1.37636614,2.063596327,2.732430446,1.93219785,3.680778435,2.07567879,1.426705227,2.496815447,,,,,,,,,
245,1.526109769,1.408886399,2.20108174,2.16761922,1.353569277,2.41905683,1.689357838,1.377602304,2.066406527,2.735929098,1.934107594,3.684444501,2.079031509,1.428499244,2.500822323,,,,,,,,,
246,1.526785321,1.409386556,2.201743225,2.168091143,1.354245871,2.419092437,1.691218718,1.378837404,2.069211954,2.739951715,1.93600884,3.690072016,2.082380586,1.430293236,2.504823119,,,,,,,,,
247,1.527458633,1.40988517,2.202319518,2.168281552,1.354920715,2.419126707,1.693127451,1.380071352,2.072012635,2.743023481,1.937901634,3.695634089,2.08572604,1.432087204,2.508817867,,,,,,,,,
248,1.528129722,1.410431476,2.202888148,2.168281552,1.355593821,2.419159688,1.695033424,1.381304155,2.074808594,2.745760728,1.939786021,3.701151563,2.089067888,1.433881148,2.512806603,,,,,,,,,
249,1.528784375,1.411008641,2.203449217,2.168281552,1.356265198,2.419191427,1.696936654,1.382535816,2.077599857,2.749528952,1.941662046,3.706624703,2.092406149,1.435675067,2.516789361,,,,,,,,,
250,1.529432364,1.411585155,2.203994725,2.168281552,1.356934859,2.419221969,1.698796821,1.383766343,2.080386448,2.752841736,1.943529754,3.712053775,2.095740842,1.437468962,2.520766172,,,,,,,,,
251,1.530099795,1.412159966,2.204290247,2.168281552,1.357602813,2.419244889,1.700606621,1.384995741,2.083168392,2.754856818,1.94538919,3.717439045,2.099102614,1.439262832,2.524737072,,,,,,,,,
252,1.5307651,1.412733086,2.204324185,2.168281552,1.35826907,2.419246897,1.702502887,1.386224014,2.085945714,2.756838101,1.947240398,3.72277019,2.102453569,1.441056677,2.528702091,,,,,,,,,
253,1.53135581,1.413286396,2.204357234,2.168281552,1.358933642,2.419248806,1.704396456,1.387451168,2.088718438,2.757590392,1.949083421,3.724094831,2.105770978,1.442850497,2.532661263,,,,,,,,,
254,1.531920272,1.413789286,2.20437995,2.168281552,1.359596537,2.41925062,1.706287344,1.388677209,2.091486588,2.758332919,1.950918304,3.725389533,2.109067559,1.444644291,2.53661462,,,,,,,,,
255,1.532482899,1.414290688,2.204398472,2.168372918,1.360257767,2.419252344,1.708175564,1.389902142,2.094250187,2.759817079,1.952745089,3.726654914,2.112353584,1.44643806,2.540562194,,,,,,,,,
256,1.533097656,1.414790611,2.20441635,2.168913125,1.36091734,2.419253983,1.71006113,1.391125971,2.097009259,2.761945614,1.95456382,3.72789158,2.115636041,1.448231803,2.544504015,,,,,,,,,
257,1.533740915,1.415302256,2.204433609,2.169108429,1.361575268,2.419255541,1.711944056,1.392348703,2.099763827,2.765122813,1.956374539,3.72906598,2.118914947,1.450025521,2.548440116,,,,,,,,,
258,1.534414775,1.415844635,2.204450268,2.169109569,1.362231559,2.419257021,1.713824354,1.393570343,2.102513915,2.768282536,1.958177289,3.730184315,2.122173853,1.451819212,2.552370527,,,,,,,,,
259,1.535166263,1.416385455,2.204466348,2.16955354,1.362886224,2.419258428,1.715702039,1.394790894,2.105449496,2.772055147,1.959972111,3.731687474,2.125428324,1.453612877,2.556295279,,,,,,,,,
260,1.535915356,1.416924726,2.204481869,2.16986665,1.363539271,2.419259766,1.717675179,1.396010363,2.108541261,2.776565774,1.961759048,3.734840051,2.128679296,1.455406515,2.560214402,,,,,,,,,
261,1.536662071,1.417462458,2.20449685,2.169867629,1.364190711,2.419261037,1.719563528,1.397228754,2.111628761,2.778813948,1.963538141,3.737955674,2.131926784,1.457200127,2.564127926,,,,,,,,,
262,1.537281734,1.417998662,2.20451131,2.16986856,1.364840553,2.419262246,1.721332752,1.398446073,2.114712013,2.780578866,1.965309431,3.741034711,2.135170808,1.458993712,2.568035881,,,,,,,,,
263,1.537886666,1.418533347,2.204525265,2.169869445,1.365488806,2.419263395,1.723252069,1.399662324,2.117791035,2.7826327,1.967072959,3.744077529,2.138492812,1.460787271,2.571938297,,,,,,,,,
264,1.538489693,1.419035488,2.204653726,2.169870286,1.36613548,2.419264487,1.725168903,1.400877512,2.120865846,2.784296704,1.968828766,3.74708449,2.141826746,1.462580802,2.575835202,,,,,,,,,
265,1.539042518,1.419470705,2.205036277,2.170231204,1.366731153,2.419265525,1.72706882,1.402091642,2.123936464,2.785858045,1.970576893,3.751010403,2.145157438,1.464374306,2.579726626,,,,,,,,,
266,1.539611989,1.419904642,2.205413701,2.170645446,1.367252718,2.419266513,1.728983329,1.403304719,2.126999155,2.787968769,1.972317379,3.757551217,2.148484902,1.466167782,2.583612598,,,,,,,,,
267,1.540179703,1.420337306,2.205750838,2.170844438,1.367772947,2.419267451,1.73080148,1.404516748,2.130053364,2.79047865,1.974050264,3.764054952,2.151809153,1.467961231,2.587493145,,,,,,,,,
268,1.540745673,1.420768707,2.205760864,2.17095546,1.368291849,2.419558953,1.732529606,1.405727732,2.133103427,2.793852169,1.975775588,3.768749258,2.155130207,1.469754652,2.591368296,,,,,,,,,
269,1.54130991,1.421198853,2.205770729,2.171113413,1.368809431,2.419640781,1.734283676,1.406937677,2.13614936,2.796156196,1.977493391,3.768935931,2.158448078,1.471548046,2.59523808,,,,,,,,,
270,1.541872426,1.421627751,2.205996764,2.171269075,1.36932589,2.419654783,1.736089206,1.408146588,2.139191181,2.798517472,1.979203711,3.769023624,2.161762781,1.473341411,2.599102523,,,,,,,,,
271,1.542433231,1.422100706,2.206573901,2.17142248,1.369842139,2.419668244,1.737909876,1.409354469,2.142228907,2.800706868,1.980906587,3.769097616,2.165074331,1.475134748,2.602961653,,,,,,,,,
272,1.542992336,1.422575843,2.207141205,2.171641985,1.370357093,2.419681182,1.739728032,1.410561324,2.145262555,2.803273142,1.982602058,3.769892125,2.168382742,1.476928056,2.606815497,,,,,,,,,
273,1.543549753,1.423049665,2.207560644,2.1718478,1.37087076,2.41969362,1.741543687,1.411767159,2.148292143,2.805873722,1.984290162,3.772592315,2.171688029,1.478721336,2.610664082,,,,,,,,,
274,1.5440847,1.42352218,2.207603531,2.172019025,1.371383146,2.419705574,1.743356852,1.413102049,2.151557788,2.808383105,1.985970936,3.775260142,2.174940325,1.480514588,2.614507436,,,,,,,,,
275,1.544647242,1.423993396,2.207641719,2.172019025,1.371894261,2.419717063,1.74516754,1.414493653,2.155349316,2.809727879,1.98764442,3.777982125,2.178125643,1.48230781,2.618345584,,,,,,,,,
