PM,IHD,IHD,IHD,STROKE,STROKE,STROKE,COPD,COPD,COPD,ALRI,ALRI,ALRI,LC,LC,LC,,,,,,,,,
10000,2.180345782,2.073560993,2.294749567,2.238608158,1.859176441,2.46197061,7.714321065,6.801553667,8.800375171,3.202268034,2.428451357,5.35647512,16.84127167,15.48845289,18.22614005,,,,,,,,,
11000,2.194524314,2.090639838,2.29680269,2.24218145,1.859176441,2.469416835,8.034368421,7.137054561,9.110262957,3.202268034,2.428451357,5.357561735,17.91724364,16.51649607,19.32079463,,,,,,,,,
12000,2.206245696,2.101192852,2.308307643,2.244299802,1.859176441,2.473292414,8.332294645,7.427653241,9.416643063,3.202268034,2.428451357,5.396749347,18.93028744,17.50572804,20.40302741,,,,,,,,,
13000,2.21472937,2.112780684,2.31994979,2.247123772,1.859176441,2.48145485,8.621111445,7.680054747,9.698451007,3.202268034,2.428451357,5.396749347,19.92970479,18.46386643,21.42619035,,,,,,,,,
14000,2.225772251,2.119665399,2.330026398,2.251437897,1.859176441,2.491290877,8.880859467,7.89868262,10.00636828,3.202268034,2.428451357,5.400209621,20.88778407,19.37162134,22.49509417,,,,,,,,,
15000,2.23560442,2.127725169,2.338000483,2.255223319,1.859176441,2.508994182,9.123991587,8.121582107,10.29932359,3.202268034,2.428451357,5.423187513,21.80877229,20.2152706,23.50637579,,,,,,,,,
16000,2.244507905,2.132771127,2.34938773,2.256162595,1.859176441,2.514969629,9.368238451,8.281268089,10.56020652,3.202268034,2.428451357,5.42362156,22.72380255,21.03712937,24.51105656,,,,,,,,,
17000,2.250565928,2.132772632,2.362305047,2.257331819,1.859176441,2.523183899,9.595831664,8.454900021,10.83928723,3.202268034,2.428451357,5.423692936,23.60680077,21.8615639,25.4618959,,,,,,,,,
18000,2.257518467,2.138635722,2.374209509,2.258172575,1.859176441,2.529216988,9.791754738,8.559394917,11.12846164,3.202268034,2.428451357,5.42374626,24.46803452,22.61372687,26.39532986,,,,,,,,,
19000,2.263284958,2.139540892,2.387471633,2.258593285,1.859176441,2.540961697,9.979755352,8.619606022,11.4116348,3.202268034,2.428451357,5.423786283,25.30205727,23.39272264,27.31346023,,,,,,,,,
20000,2.270965672,2.139540892,2.400351246,2.259482445,1.859176441,2.548833324,10.16566333,8.718051994,11.67395952,3.202268034,2.428451357,5.423816452,26.12972854,24.15368234,28.20547667,,,,,,,,,
21000,2.277162069,2.139540892,2.412579283,2.259889613,1.859176441,2.555959478,10.35520468,8.799432531,11.9417221,3.202268034,2.428451357,5.441094718,26.9261266,24.85807859,29.03737644,,,,,,,,,
22000,2.282837051,2.139540892,2.425296941,2.26073586,1.859176441,2.563982867,10.54138992,8.853602827,12.20180372,3.202268034,2.428451357,5.460293484,27.69341576,25.53469959,29.87649026,,,,,,,,,
23000,2.287933883,2.139540892,2.43532038,2.261105848,1.859176441,2.569441315,10.7164153,8.961090334,12.45632905,3.202268034,2.428451357,5.464891835,28.45101113,26.19929434,30.78015526,,,,,,,,,
24000,2.291606787,2.139540892,2.44805005,2.261105848,1.859176441,2.574225146,10.88629334,9.056412441,12.70828211,3.202268034,2.428451357,5.465683216,29.20557254,26.84074525,31.65259438,,,,,,,,,
25000,2.295849268,2.139540892,2.460390002,2.261240519,1.859176441,2.579817396,11.04324936,9.136951807,12.98014436,3.202268034,2.428451357,5.466343566,29.94374655,27.39474522,32.46834097,,,,,,,,,
26000,2.300208711,2.139540892,2.472240485,2.261240519,1.859176441,2.586736714,11.20947757,9.140981132,13.22399812,3.202268034,2.428451357,5.466899424,30.66693643,27.99579816,33.2748819,,,,,,,,,
27000,2.303906399,2.139540892,2.483408052,2.261305805,1.859176441,2.594837945,11.36244066,9.167411239,13.45705702,3.202268034,2.428451357,5.467127721,31.38224658,28.59659547,34.07348246,,,,,,,,,
28000,2.308338293,2.139540892,2.490125981,2.261305805,1.859176441,2.594837945,11.49812362,9.180146529,13.72746648,3.202268034,2.428451357,5.467266668,32.06751796,29.14968735,34.81965563,,,,,,,,,
29000,2.311928446,2.139540892,2.496952337,2.261468146,1.859176441,2.597060618,11.63792594,9.198069625,13.96801002,3.202268034,2.428451357,5.467374428,32.73756312,29.67462151,35.5997121,,,,,,,,,
30000,2.315261252,2.139540892,2.506773567,2.261888843,1.859176441,2.605574901,11.77885309,9.200944486,14.1783222,3.202268034,2.428451357,5.467458201,33.42007774,30.23009427,36.41262675,,,,,,,,,
31000,2.318747353,2.139540892,2.516105659,2.261888843,1.859176441,2.616151105,11.9073859,9.231674659,14.40077545,3.202268034,2.428451357,5.467523474,34.08657213,30.71162955,37.21565544,,,,,,,,,
32000,2.322239182,2.139540892,2.525465936,2.261920495,1.859176441,2.621910671,12.03094236,9.270131705,14.65339653,3.202268034,2.428451357,5.467574444,34.75437704,31.15043817,38.01336898,,,,,,,,,
33000,2.325621238,2.139540892,2.534406766,2.262596632,1.859176441,2.632515939,12.14518104,9.298752992,14.87623423,3.202268034,2.428451357,5.467614328,35.36545777,31.56571706,38.80047681,,,,,,,,,
34000,2.327887669,2.139540892,2.543075141,2.262596632,1.859176441,2.644975172,12.26787197,9.300875871,15.08893055,3.202268034,2.428451357,5.467645601,35.96469203,31.92953276,39.56982306,,,,,,,,,
35000,2.330122873,2.139540892,2.551486127,2.262914964,1.859176441,2.652080639,12.35200634,9.302383209,15.29733371,3.202268034,2.428451357,5.467670168,36.60110706,32.28244333,40.33642981,,,,,,,,,
36000,2.332935608,2.139540892,2.559641279,2.26327231,1.859176441,2.656771243,12.46351061,9.306468689,15.50199415,3.202268034,2.428451357,5.467689504,37.21210598,32.69620015,41.07886589,,,,,,,,,
37000,2.33561315,2.139540892,2.567537716,2.26327231,1.859176441,2.661884407,12.57845677,9.311814476,15.70980889,3.202268034,2.428451357,5.467704749,37.8020529,33.00001895,41.84482858,,,,,,,,,
38000,2.339222226,2.139540892,2.57518736,2.26327231,1.859176441,2.66550868,12.69281987,9.323874513,15.9384806,3.202268034,2.428451357,5.467716789,38.40104761,33.2752846,42.59476087,,,,,,,,,
39000,2.340966997,2.139540892,2.582391047,2.26327231,1.859176441,2.669486374,12.77385966,9.3349973,16.16370205,3.202268034,2.428451357,5.467726315,38.97741253,33.57617344,43.35002843,,,,,,,,,
40000,2.343186021,2.139540892,2.589917487,2.26327231,1.859176441,2.67545636,12.86006403,9.345270072,16.38161627,3.202268034,2.428451357,5.467733863,39.54966041,33.88462746,44.05477203,,,,,,,,,
41000,2.345457687,2.139540892,2.598361032,2.26327231,1.859176441,2.677288872,12.93981619,9.354764974,16.58317187,3.202268034,2.428451357,5.467739853,40.1106394,34.16435697,44.77683456,,,,,,,,,
42000,2.347417119,2.139540892,2.604758388,2.26327231,1.859176441,2.682458744,13.02404451,9.363540366,16.79570715,3.202268034,2.428451357,5.467744613,40.66832636,34.44491887,45.49148028,,,,,,,,,
43000,2.349912872,2.139540892,2.612648718,2.263601563,1.859176441,2.687455265,13.10756215,9.371790337,16.98565436,3.202268034,2.428451357,5.46891494,41.22747468,34.771616,46.19944032,,,,,,,,,
44000,2.351963752,2.139540892,2.618706869,2.263601563,1.859176441,2.692535113,13.20202607,9.379476048,17.19290211,3.202268034,2.428451357,5.470608774,41.73318682,34.98026707,46.95093908,,,,,,,,,
45000,2.353884305,2.139540892,2.624224049,2.263601563,1.859176441,2.697036801,13.28344173,9.386593129,17.38663885,3.202268034,2.428451357,5.472165817,42.26025478,35.23474104,47.71656608,,,,,,,,,
46000,2.355668206,2.139540892,2.630083819,2.263601563,1.859176441,2.701658469,13.35134261,9.39266881,17.59848527,3.202268034,2.428451357,5.473598294,42.79334951,35.48016755,48.39962679,,,,,,,,,
47000,2.358005275,2.139540892,2.636713999,2.263601563,1.859176441,2.706141974,13.42370113,9.394382897,17.79129094,3.202268034,2.428451357,5.474917219,43.30568292,35.72010176,49.07612576,,,,,,,,,
48000,2.359814622,2.139540892,2.643482272,2.263601563,1.859176441,2.710493635,13.49784487,9.395914589,17.96959429,3.202268034,2.428451357,5.476132528,43.76909209,35.81890899,49.78751846,,,,,,,,,
49000,2.361185549,2.139540892,2.65011386,2.263601563,1.859176441,2.714719372,13.56611142,9.397284113,18.14371249,3.202268034,2.428451357,5.477253197,44.26594433,36.02792052,50.45498759,,,,,,,,,
50000,2.362322554,2.139540892,2.656597697,2.263601563,1.859176441,2.718824739,13.64022244,9.398509355,18.3145919,3.202268034,2.428451357,5.478287342,44.76028904,36.29983614,51.11502807,,,,,,,,,
