Content:,Emissions by country and main source category
Compound:,CO2
Start year:,1970
End year:,2021
Unit:,kt
"Reference: European Commission, Joint Research Centre (EC-JRC)/Netherlands Environmental Assessment Agency (PBL). Emissions Database for Global Atmospheric Research (EDGAR), release EDGAR v7.0_GHG (1970 - 2021) of September 2022. For the energy related sectors the activity data are mainly based on IEA data from IEA (2021) World Energy Balances, www.iea.org/statistics, All rights reserved, as modified by Joint Research Centre, European Commission.",
Users of the data are obliged to acknowledge the source of the data with a reference to the EDGARv7.0_GHG website (https://edgar.jrc.ec.europa.eu/dataset_ghg70) to Crippa et. al. (2022) and to the DOI (https://data.europa.eu/doi/10.2904/JRC_DATASET_EDGAR),
Data download:,https://edgar.jrc.ec.europa.eu
,
IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,Substance,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021
Non-Annex_I,Rest Central America,ATG,Antigua and Barbuda,CO2,322.2443381,336.2262981,373.2843578,386.4192592,343.4192474,412.0312316,375.7691595,414.2639186,420.7097071,396.7176253,403.5972779,359.0365492,448.5265143,280.5956257,363.1502934,357.5822187,357.3173185,461.7371112,467.0476568,424.1492568,427.8606528,451.1511037,476.08347,444.1521713,466.6640692,477.2850124,480.9295034,468.8324525,474.4860564,501.5998159,493.1585091,490.8108649,534.024647,708.7842944,725.2396228,712.3486369,724.1436749,747.0229584,751.5644389,839.310791,856.7381252,983.6867934,1061.74023,1065.390687,1099.850511,1082.731516,1095.924203,781.2131016,853.5705213,846.7415873,698.8657681,777.9738456
Annex_I,Oceania,AUS,Australia,CO2,210117.7685,212598.5823,217361.9481,229400.3057,238880.1134,246532.6311,249525.6141,262065.1114,262244.5112,266885.7557,275049.8337,280158.2224,283333.7256,278109.6068,282429.9946,295932.4814,293722.3655,303045.6644,313194.6984,329662.1423,333554.2576,328806.3774,340461.6851,356635.7649,365329.2356,379670.6405,401426.3114,412424.494,425963.9706,436384.4717,429698.7628,439882.6314,459239.6741,433108.6344,456574.9832,454808.6058,456394.0538,456560.086,469103.1861,485785.1762,491375.8831,488877.4198,491514.7548,486030.4017,473583.6177,484847.5147,491012.53,491231.1816,477070.6206,471567.2104,439813.3415,428061.3295
Annex_I,OECD_Europe,AUT,Austria,CO2,58662.45728,60946.60895,63136.98771,66746.033,64296.63846,61985.59705,67280.148,64627.62099,67184.62678,70410.09053,68989.94705,66048.80992,64581.06665,64674.43484,67468.78618,69533.86341,69069.01763,70011.03662,72935.0547,71462.73782,74359.09882,79007.50801,73629.74347,74225.51552,74256.43003,78039.11134,82517.70274,82185.25724,82715.59608,82054.44939,81986.80453,87877.42579,88420.68818,94086.63374,95513.8773,98921.50741,99129.92987,98280.99034,98805.91624,92878.63113,100979.6574,98802.60358,96800.32514,97552.90604,93426.3814,95367.30434,96411.19686,98677.31806,94492.73866,96260.74927,87981.71174,90816.58844
Non-Annex_I,Russia +,AZE,Azerbaijan,CO2,32576.55458,32605.73797,35023.09146,38029.80176,40878.6149,45270.4193,47392.19641,49634.05088,52078.12821,54434.11702,57636.5705,59483.2282,60907.89489,62811.68077,64493.72208,65681.52762,68468.3056,70936.1447,71968.05807,72350.47842,54996.5808,53491.03404,43655.3179,38409.66119,34164.72344,33130.49397,27831.83949,27114.971,27094.58461,26794.13957,28447.21251,27160.24275,26958.55632,29468.21151,29157.41839,31006.20779,31418.3622,28793.03527,31795.50895,26746.42938,25435.95825,28776.50993,31660.51322,32717.35311,33957.29122,33534.93102,33738.75476,33540.07787,34491.65163,37411.68503,36883.04024,38004.76477
Non-Annex_I,Eastern_Africa,BDI,Burundi,CO2,4385.562636,4252.930585,4363.61272,4358.525092,4369.160007,4488.276934,4539.7179,4626.132886,4772.893954,4895.565393,5037.523017,5127.364278,5347.804182,5519.523388,5691.476172,5820.47164,6054.836981,6305.044979,6589.079942,6818.745162,7771.771328,8006.90069,8056.252748,8258.867228,8446.2752,8867.914465,9113.428876,9225.789694,9587.753006,7144.496683,7403.975407,10248.01141,10452.42,10668.26534,10909.18264,11050.1342,11173.20812,11626.41734,11691.32954,11977.18358,12346.66741,12622.89551,8459.288013,9149.054624,9159.419598,9266.117147,9566.111424,9682.155915,9978.899053,10259.09179,10117.78163,10195.5779
Annex_I,OECD_Europe,BEL,Belgium,CO2,141464.7747,131113.8028,142556.4037,147465.5906,146327.3366,129045.9907,138667.8614,136182.9057,140706.7678,150009.2578,139313.6276,127371.4539,119468.0306,109745.9614,112601.3577,110191.5867,110857.4944,110979.6278,113360.4827,115199.6345,119008.9984,123030.6967,120891.5127,118643.5205,123697.5439,125356.7058,130220.742,127138.3201,130728.6185,126553.774,128548.9143,129866.3863,122506.5424,128120.2541,127571.6101,124139.1644,123212.1389,120286.9977,123265.1063,116476.0628,127329.9002,116615.5436,116411.1919,118295.7437,110520.3406,115564.9857,115236.937,114036.2293,114497.9908,113578.8984,104438.2332,109897.3664
Non-Annex_I,Western_Africa,BEN,Benin,CO2,4318.786819,4331.965113,4520.457422,4610.356288,4687.945024,4813.954152,4710.153696,4882.043721,5087.592911,5224.267501,5310.929795,5353.470327,5531.860143,5651.180582,5840.280569,6083.683627,6135.089827,6168.653966,6357.523926,6453.559167,6584.523814,6705.170088,6879.178587,7051.875783,7202.702923,7378.033927,8681.397288,9000.074667,8780.116883,8710.368254,7310.880172,7754.767109,8290.703718,8618.359432,8970.188838,9409.451456,11064.33031,11842.51566,12107.9918,12697.53832,12280.16724,12330.34454,12358.66317,13531.05071,14190.81141,14756.6244,16399.51782,16772.59645,18298.34348,18596.36292,18428.16679,19018.64879
Non-Annex_I,Western_Africa,BFA,Burkina Faso,CO2,8158.106987,8168.51358,8287.030827,8459.268901,8556.37386,8805.602954,8771.463061,9065.529375,9208.066952,9262.538023,9428.059967,9642.477222,9644.430926,9842.659717,10047.269,10251.7571,10617.70901,10966.25947,11307.67377,11448.08177,12913.39441,13335.09056,13726.44931,14003.39785,14149.29609,14623.77058,14669.86464,15003.82333,15222.5227,11103.82335,11255.34308,12244.73435,10758.85677,11319.95111,13225.83994,16644.99353,17203.7099,18281.85729,20307.79579,20447.97949,21030.49751,21075.29591,22910.05789,23772.63829,23681.04083,25167.62345,25915.8307,26939.50031,28175.58507,28984.43172,29300.23477,29548.23935
Non-Annex_I,India +,BGD,Bangladesh,CO2,46309.64706,45888.31477,46989.88637,48610.75181,49086.98728,51056.5017,51653.4415,52693.64977,53616.55249,54776.01487,56556.38598,56677.83371,57678.7917,59117.6606,58482.83373,60431.28911,62658.94192,61003.08518,64231.50068,66630.36718,68619.6836,68127.50084,70263.44664,71502.66947,72691.07991,77503.3745,70913.6151,70709.67475,72270.02174,75595.10947,78338.40073,83621.42014,87416.14023,88996.26069,90752.15878,94202.09784,97987.86567,101416.5556,107245.7761,110367.6806,117112.6503,121209.3651,124787.7013,127650.8338,131451.9005,141253.6735,142820.5293,148968.2879,153668.8256,162375.2395,161462.4351,164701.4397
Annex_I,Central Europe,BGR,Bulgaria,CO2,72880.67024,72822.21574,75291.58293,76439.07578,77761.29209,82764.77983,84005.57231,86741.27141,89484.98235,92749.56694,95708.74834,92703.79438,95018.0529,93587.55821,92263.34426,94128.43994,95744.95018,95109.99313,94173.24679,93317.7549,81328.46213,66564.32006,63540.8828,64175.8211,61616.24262,63009.93312,63023.04574,61301.42404,59289.42941,52571.07874,50941.62177,53224.78019,50908.09549,56452.09973,55049.88714,55885.66612,57161.92445,60419.55531,58480.33771,50012.69472,53674.96576,59450.8286,54823.01705,50284.2787,52671.36152,55181.9309,52932.80428,55431.55839,54257.80174,53065.14203,46769.98914,53330.92744
Non-Annex_I,Middle_East,BHR,Bahrain,CO2,2962.385649,2981.248221,3571.285795,4508.948819,5316.193792,5489.488499,5956.786834,6574.824122,6960.527839,7427.904542,7530.638356,8062.816328,8500.278637,8828.495889,9036.616398,9641.075085,10958.46884,10709.87797,11303.87083,11409.61993,11986.77928,11559.38475,13606.57258,14718.31788,14991.16953,15237.55778,15789.87341,16254.13134,17228.35748,17319.26312,17766.88152,18402.15588,19219.49782,19888.31965,19913.53747,23363.36904,25442.16024,25845.03644,27662.36176,27648.84939,28828.4358,28994.36675,30210.21089,32121.85797,33307.77087,33476.01312,33487.95719,33768.13101,34042.27309,36748.10395,36468.91299,37494.64517
Non-Annex_I,Rest Central America,BHS,Bahamas,CO2,3778.603098,3791.976608,4372.987915,4473.163645,3991.609722,4467.675511,4051.535287,4443.154855,4547.32451,4360.830245,4408.122984,4306.778428,3506.443633,2817.55864,2943.840859,2589.109803,2573.257864,2928.30434,2799.051452,2894.66317,3000.191135,2826.984092,2581.874893,2550.36424,2716.373418,3049.312972,3445.435005,3213.584607,3559.594237,3355.311531,3587.035715,3635.721159,3621.149945,2952.955195,3253.318794,3002.705805,3287.711427,3717.346266,3574.658389,3053.735792,3441.068234,3610.490722,4295.624595,4145.0885,4077.003208,3878.691676,3971.060362,4123.793302,4685.487367,4633.03799,3862.627413,4275.03771
Non-Annex_I,Central Europe,BIH,Bosnia and Herzegovina,CO2,16459.22322,16534.3972,15217.57316,16586.79966,17855.946,18322.53622,16829.3597,18213.46837,17731.30814,17395.64997,17182.25095,19623.39925,21635.83371,23039.41024,22784.98149,23579.01346,23890.0449,22787.23321,22356.65207,22743.95712,25592.43173,23057.63615,17182.28754,14551.80358,4208.523868,4359.783147,5278.661686,9686.247386,12055.2787,11918.78424,15279.48842,15120.19228,15874.46636,16167.81313,17093.43673,17886.77136,19726.40498,20721.74853,22690.68073,22688.62109,23183.14982,26236.47632,24272.14283,24214.93429,22708.92313,23228.05035,25948.21322,25984.74384,29233.44181,28082.98396,28144.48005,20904.58239
Annex_I,Ukraine +,BLR,Belarus,CO2,70208.99393,70348.6073,75308.63152,81130.48974,84298.21754,93225.67967,93811.65241,97617.18922,98928.27234,103658.7484,104467.575,108946.6364,108173.668,108538.9076,107076.9657,107081.1959,107740.8504,107240.4901,106249.122,102545.3013,111195.3172,106792.7974,96909.39608,83880.59812,71599.95912,64479.48419,66259.99081,67165.80097,65493.5932,63144.9974,61677.86989,61018.0276,61579.41486,62136.25387,65918.72278,67400.43955,70371.26649,69078.84428,72489.34951,69388.75341,74004.41874,71230.37458,72757.24357,72146.8231,71462.12064,66645.11841,66582.96661,68311.03119,71447.90649,69994.48026,64573.93659,65766.77292
Non-Annex_I,Rest Central America,BLZ,Belize,CO2,1391.090849,1364.106524,1330.589928,1312.396138,1357.432983,1339.792613,1291.070933,1344.124412,1449.900035,1422.902829,1412.557988,1417.708685,1404.287296,1482.472785,1546.151516,1552.931885,1635.823581,1492.418314,1365.383673,1432.470293,1677.132344,1656.49964,1632.854378,1636.021882,1604.250726,1637.051157,1684.166482,1883.500929,1773.665237,1876.584501,1873.652589,1725.14652,1795.10613,1888.29753,1908.67987,1795.117355,2020.351947,1766.461816,1512.346618,1625.515238,2065.091698,3274.949319,3274.111655,2433.13265,2404.250683,2517.046627,2683.616542,2936.857874,2560.31556,2484.025746,2348.304496,2480.732346
Non-Annex_I,Rest Central America,BMU,Bermuda,CO2,427.0561306,427.0818046,504.9105099,522.3827387,464.1411828,557.5813691,508.5356134,560.8570601,569.6921215,537.0958359,545.9639135,471.5915669,461.6905929,516.2399239,592.8299409,568.4337076,526.3028555,783.7991827,862.3462123,949.2916245,660.0688829,625.6098381,518.3976515,553.6305608,529.147557,520.1101376,538.6039133,509.6395599,514.779086,543.9741393,544.1786761,547.1628707,583.2694068,733.7884826,748.7854257,755.7373961,819.8406666,906.1230749,866.0647152,788.3864352,928.7659178,771.5547315,880.7979775,856.5774802,1075.657397,898.2425323,1087.307313,804.8877976,903.4207647,892.2528175,743.0666364,826.3980076
Non-Annex_I,Rest South America,BOL,Bolivia,CO2,6807.00704,7511.407764,8393.480187,8211.905379,8038.874341,8764.244576,9569.788402,9400.193287,10124.69272,9536.899556,11260.31263,12023.17159,12399.00527,12617.56717,12368.45547,12456.42664,12095.53125,11026.57855,11695.43729,12411.95272,13269.82561,14177.04378,14475.88033,16689.28687,18019.48218,17861.15814,16973.77419,17934.90204,17732.10604,17493.92327,17101.48034,16631.19495,16878.59765,18151.98392,18860.89281,19397.62763,21268.42934,22260.89344,22783.10804,24082.76304,25306.59586,26498.4247,28036.78317,29724.45185,31021.91162,29409.83406,31999.72112,32173.57081,33095.2796,32756.35517,30497.02919,32935.60408
Non-Annex_I,Brazil,BRA,Brazil,CO2,345945.2125,346095.8128,361043.6882,380842.9226,394201.2002,401390.9588,423461.9905,437141.3079,448560.6388,469471.8664,479179.6795,463794.031,472096.5997,473712.1018,495782.5234,516565.0761,536727.8186,559727.998,554715.6501,555920.476,535043.0753,544259.3299,568303.8591,573735.2384,622952.1349,642966.4773,670406.4075,714413.1878,742740.2789,769534.3695,746626.6561,793556.7625,830884.2447,878792.0603,921960.7215,937259.8201,993647.5854,1061879.158,1116591.947,1097261.962,1200796.499,1204119.102,1257872.369,1308278.282,1327140.048,1305983.479,1294380.928,1320759.895,1242590.283,1258195.597,1219111.517,1271690.202
Non-Annex_I,Rest Central America,BRB,Barbados,CO2,1736.447565,1701.470207,1803.464867,1824.00379,1712.451208,1854.864201,1787.20313,1893.439482,1900.393451,1869.201351,1909.561077,1897.720548,1814.547311,1907.509251,2107.121101,2268.810733,2341.993052,2251.426434,2166.377452,2160.512341,2191.914889,2194.016046,2140.447824,1934.103719,1889.168904,1911.91319,1982.804087,2136.291235,2043.898325,2247.86607,2298.888706,2184.359489,2131.308624,2310.448064,2340.544719,2320.678557,2270.509062,2185.031364,2384.314589,2456.09955,2492.05762,2644.47988,2605.166678,2620.17079,2330.389108,2358.894519,2368.715921,1959.930003,2195.407963,2083.346711,1760.26396,1936.824752
Non-Annex_I,Southeastern Asia,BRN,Brunei Darussalam,CO2,2126.245654,1968.315835,2298.957898,2682.901505,2647.064432,2644.305567,2961.156635,2984.124841,3127.340881,2787.750558,3448.30234,2882.048471,3120.297687,3306.247521,3065.501542,3066.136799,3037.382906,3092.895023,3230.282349,3205.422524,3355.419988,3717.273189,3909.812694,4070.177152,4366.501902,4700.839778,4929.869253,5490.065448,4673.745836,4595.126651,4890.901742,4879.062093,4793.953413,5706.554933,5272.605359,5179.395095,7703.198789,7305.167185,8049.196645,8005.080797,7345.112321,7520.340569,7485.687628,7388.483523,7218.258545,6523.796361,7110.446188,7448.150727,7716.983555,7350.617068,7206.7731,7213.307094
Non-Annex_I,India +,BTN,Bhutan,CO2,1170.135562,1166.339193,1178.777356,1198.798871,1231.332279,1232.425869,1268.6489,1306.409795,1405.226695,1471.330631,1523.606698,1570.754768,1601.337365,1647.428493,1651.166461,1740.779277,1757.535846,1796.375418,1818.152405,1854.811725,2014.17971,2033.26018,2040.316248,2063.407474,2139.458418,3479.130779,4044.13628,4139.593229,4261.994393,4414.183444,4804.419664,4819.802499,5002.63086,5073.975472,5160.769815,5233.207711,5305.454728,5296.012345,5339.90381,5571.532837,5693.829503,5988.049679,5970.769434,6067.764758,6319.494627,6446.858999,6500.722019,6672.391537,6961.571528,7340.676896,7242.456891,7446.028873
Non-Annex_I,Southern_Africa,BWA,Botswana,CO2,947.2468884,1023.689503,971.3459756,1047.179577,1331.19753,1449.426514,1776.361561,1884.603895,1969.127456,2103.674206,2317.705316,3180.822144,3183.048634,3201.553149,3253.899795,3453.791239,3758.004617,3791.886933,4613.107485,4844.358346,4985.079424,5008.56453,5697.304825,5771.647047,5804.749142,5847.173969,5615.316415,5747.130499,6248.606278,6657.247838,6731.68224,6661.913642,6843.946487,6671.288531,6466.724383,6757.406872,6612.827689,6760.570293,6835.866785,6616.708927,5755.862895,6343.133195,5696.663997,7668.026698,9295.462092,9170.933436,8868.57586,9533.137111,9601.783432,9460.722213,8927.915806,9239.451125
Non-Annex_I,Western_Africa,CAF,Central African Republic,CO2,2221.039837,2238.112038,2306.486104,2411.36374,2531.722989,2586.094784,2652.29396,2754.666409,2812.279513,2875.412527,2935.82636,3038.502914,3126.007221,3186.252387,3335.019924,3397.406136,3561.28571,3671.438662,3677.925644,3674.535783,4052.606144,4090.537269,4297.711546,4288.652021,3934.726072,4022.930194,3531.233229,3599.257973,3605.867106,2909.779885,2962.955448,2945.279031,2967.39232,2965.284523,2979.021411,2995.081671,2992.310584,3310.847152,3269.601221,3302.228287,3203.898527,3228.030436,3350.857132,3277.499902,3326.291068,3410.62491,3502.832122,3550.201115,3600.478795,3668.266311,3650.347259,3667.742953
Annex_I,Canada,CAN,Canada,CO2,412974.7167,421581.8646,439879.2403,460052.8262,467538.5048,451212.63,465270.6468,479417.1954,484021.7391,499899.6672,507176.2175,486800.848,466920.3977,465361.6576,484391.5344,487139.1806,479453.7097,491496.7865,521598.0143,537227.4408,512279.9769,506209.1512,518964.1702,517144.5583,543590.5741,558334.8606,569147.7174,584473.1758,594568.3438,609564.1004,630243.2851,615173.8315,638883.0823,658510.739,657060.3321,664506.7503,652434.3148,685774.4327,659217.0863,623876.7971,640849.4948,654118.103,653275.8155,668016.5713,674630.1304,670211.4161,663967.1488,675974.9401,687826.3783,689321.0436,629396.8428,643394.7017
Annex_I,OECD_Europe,CHE,Switzerland,CO2,42795.7192,44669.36526,45405.05422,48933.42505,43962.58405,41432.04057,43161.43843,43612.62172,45582.9603,44551.82311,45377.40677,43501.61143,41567.03455,45145.75116,44725.23614,48196.71877,48334.3405,46788.99077,46891.89804,46753.2797,49208.5006,51853.99129,51675.27154,49389.37409,48322.71413,49242.504,50090.32115,48448.28506,50073.47224,50586.13147,49730.2448,51375.97641,49734.96411,51220.92998,51802.93797,52681.76356,52504.84538,50554.39809,52336.949,51072.23919,53146.02183,48654.91094,50487.6213,51849.55703,47791.46204,47216.93418,48277.61487,47566.8822,46176.45635,46352.03013,42325.83574,43232.87394
Non-Annex_I,Rest South America,CHL,Chile,CO2,34724.19957,37207.02084,38181.06806,37786.69419,36299.43463,33785.48139,34657.03493,33384.48884,34086.89005,36030.51957,36098.30888,33755.21218,30116.55006,31330.16793,33459.19817,32895.98523,33722.07009,34467.15179,39552.09457,45450.66709,46393.73,46098.88202,48710.93167,49463.53281,53244.34991,57845.20695,64933.23139,71595.0886,73162.41889,76003.58565,73296.95144,71408.13066,72242.31413,73204.11386,78584.47006,79666.78818,81138.14047,89298.93902,93526.40085,91171.98743,92938.64717,103892.7681,120237.9141,128645.4712,117120.5373,121756.6233,128952.0141,130995.2372,131972.5026,135903.968,124802.1557,127074.8514
