COUNTRY,BC,CH4,CO2,CO,N2O,NH3,NOX,OM,SO2,VOC,PM25
MEX,103000000,7017170000,5.302E+11,14612268800,222120700,769869900,1753831000,703640000,2791180800,2942271420,806640000
MON,36835000,831860000,97830000000,6231330000,99855700,2179044270,321780800,117534000,461638000,418570000,154369000
MYS,50458100,2245770000,2.06047E+11,6665430000,29746760,148124000,691049000,304385000,504884000,2815700000,354843100
NDE,533420000,34463600000,1.1874E+12,81257036100,918697000,3847757077,4997157000,2398990000,5350340000,9690800000,2932410000
NOA,54329000,2514555000,1.7244E+11,4221240000,110412680,393935021.5,813277400,170620000,777372700,2140815495,224949000
NOR,6651560,1017533200,91991480000,679905000,11594627,142856100,248138850,14035500,485551730,1411510100,20687060
NZL,5473300,1229070000,33928700000,559040000,95531490,123071800,139568000,10109700,63329200,162945000,15583000
PAC,11943550,291611200,33626000000,2342820000,9564580,131978900,99877000,131266130,68513000,519940000,143209680
PHL,40975000,1826450000,62400000000,4311400000,59853600,182255000,484296000,173615000,1318989000,769260000,214590000
POL,61544000,2801840000,3.5684E+11,5580930000,102395700,214882900,996857000,224310000,1630118000,759600000,285854000
RCAM,76284000,2597220000,2.2806E+11,10510200000,125236241,391467000,1060117000,546429000,761521000,2004800000,622713000
RCEU,15721000,606630000,1.9362E+11,1974590000,42342600,239384620,382055000,85568000,1229836000,932553500,101289000
RCZ,24279900,888215000,1.6818E+11,1795110000,30204800,183348400,474046000,66169000,392531800,358569000,90448900
RFA,67382000,2993923000,9.17632E+11,4936202000,255384300,791403000,1813712000,75787000,631446900,1442683000,143169000
RIS,26596000,3419970000,1.7822E+11,2411053100,68526100,116915330,591990000,174700000,335836000,869500000,201296000
ROM,24055000,844700000,96388000000,1629760000,48660400,366681000,448053000,137619000,512873000,422290000,161674000
RSA,60015800,2751191000,3.64642E+11,8481320000,96267330,218055800,1505910300,302745000,2148267300,1218725000,362760800
RSAM,178679000,8686960000,6.213E+11,24410600000,299431000,1108040000,1936780000,1411040000,814478000,6919200000,1589719000
RSAS,110419000,11518510000,1.6094E+11,18518514300,378542000,933251781,973650000,518866000,1042079000,3028210000,629285000
RSEA,182015100,4636955000,3.9297E+11,27293728000,108073300,991571846,820357000,1709370000,225435600,4486500000,1891385100
RUE,213014000,5728140000,1.1923E+12,46971823000,138711000,2027380000,3250900000,3794695000,2054421500,8528500000,4007709000
RUS,147620000,8576670000,1.3318E+12,10823768000,127432230,857840000,3416640000,864880000,2595749900,3479732100,1012500000
SAF,372657400,4151794000,1.23004E+12,57600900000,237175000,1217218000,2934052000,3326254000,1045857000,9354430000,3698911400
SWE,18006270,870103300,1.05352E+11,1257593000,42779190,286665000,340707900,49543700,91914300,411148000,67549970
THA,79257000,3415510000,1.9529E+11,9663140000,77371090,401910000,647407420,332570000,952135000,1535680000,411827000
TUR,29713600,2246129400,2.27713E+11,5906718060,134674390,629124150,1208500500,91585000,1609834980,1202274800,121298600
TWN,26774650,206091810,2.64415E+11,2002553500,3042700,35729068.3,550962154,50087550,297173149,1172396270,76862200
UKR,70696000,4294100000,4.7578E+11,3110480000,104078000,549668300,1019510000,382680000,1675246000,871820000,453376000
USA,380240000,25989900000,5.9583E+12,97221400000,1544230000,3485520000,19424900000,1066150000,14561370000,15723760000,1446390000
VNM,75196900,2755560000,74420000000,10982878000,86259310,216211060,330510000,452194400,183332800,1246200000,527391300
WAF,287901000,7822200000,7.229E+11,53072700000,430906700,782000552,2378310000,2209630000,1002560000,9058400000,2497531000
